cell_type,effect_class,gene,primary_comparison,logfoldchanges,pvals_adj,direction
Monocyte_CD14,shared_all_three,PACSIN2,PSNP_mix_40_200_vs_control,-0.33394646644592285,0.00027185834935014445,DOWN
Monocyte_CD14,shared_all_three,PADI4,PSNP_mix_40_200_vs_control,0.6868322491645813,2.641643307556213e-26,UP
Monocyte_CD14,shared_all_three,PALLD,PSNP_mix_40_200_vs_control,1.9708354473114014,1.8709310512190795e-36,UP
Monocyte_CD14,shared_all_three,PAPLN,PSNP_mix_40_200_vs_control,1.262850284576416,6.939654678912162e-11,UP
Monocyte_CD14,shared_all_three,PAPSS2,PSNP_mix_40_200_vs_control,1.1273478269577026,2.828391162698467e-07,UP
Monocyte_CD14,shared_all_three,PARD3B,PSNP_mix_40_200_vs_control,0.9717645049095154,1.2184625324193222e-26,UP
Monocyte_CD14,shared_all_three,PAX2,PSNP_mix_40_200_vs_control,0.8060426712036133,1.6939177637081448e-159,UP
Monocyte_CD14,shared_all_three,PCAT1,PSNP_mix_40_200_vs_control,0.48002004623413086,8.24839108852164e-75,UP
Monocyte_CD14,shared_all_three,PCBP3,PSNP_mix_40_200_vs_control,-0.3127913773059845,1.3335541665981517e-18,DOWN
Monocyte_CD14,shared_all_three,PCDH9,PSNP_mix_40_200_vs_control,-3.903792142868042,2.5081453014669764e-78,DOWN
Monocyte_CD14,shared_all_three,PCSK6,PSNP_mix_40_200_vs_control,-0.8172527551651001,1.1010421378118697e-15,DOWN
Monocyte_CD14,shared_all_three,PCTP,PSNP_mix_40_200_vs_control,-0.9518036842346191,5.804123259713183e-132,DOWN
Monocyte_CD14,shared_all_three,PDGFC,PSNP_mix_40_200_vs_control,1.4175864458084106,3.829032169789848e-17,UP
Monocyte_CD14,shared_all_three,PDZRN3,PSNP_mix_40_200_vs_control,-2.566408157348633,6.833177596440302e-158,DOWN
Monocyte_CD14,shared_all_three,PEBP4,PSNP_mix_40_200_vs_control,0.8093014359474182,1.0183760433405512e-82,UP
Monocyte_CD14,shared_all_three,PF4,PSNP_mix_40_200_vs_control,2.0118675231933594,5.631522756295118e-69,UP
Monocyte_CD14,shared_all_three,PGD,PSNP_mix_40_200_vs_control,-0.36415767669677734,8.789576144193618e-05,DOWN
Monocyte_CD14,shared_all_three,PGLYRP1,PSNP_mix_40_200_vs_control,0.6211180686950684,1.3372844835707996e-83,UP
Monocyte_CD14,shared_all_three,PHACTR1,PSNP_mix_40_200_vs_control,0.40054962038993835,0.0005562078819030004,UP
Monocyte_CD14,shared_all_three,PHC2,PSNP_mix_40_200_vs_control,0.710238516330719,0.0009420588098149567,UP
Monocyte_CD14,shared_all_three,PHLDA2,PSNP_mix_40_200_vs_control,1.0673736333847046,1.75677292229206e-25,UP
Monocyte_CD14,shared_all_three,PI3,PSNP_mix_40_200_vs_control,1.7621290683746338,2.1039806945066807e-131,UP
Monocyte_CD14,shared_all_three,PID1,PSNP_mix_40_200_vs_control,1.0347964763641357,8.118689557561226e-34,UP
Monocyte_CD14,shared_all_three,PILRA,PSNP_mix_40_200_vs_control,0.6622040271759033,2.3678713486033118e-08,UP
Monocyte_CD14,shared_all_three,PIP5K1B,PSNP_mix_40_200_vs_control,-0.2739425599575043,1.7462462036025436e-133,DOWN
Monocyte_CD14,shared_all_three,PLAGL1,PSNP_mix_40_200_vs_control,-3.1250407695770264,1.777612768978574e-64,DOWN
Monocyte_CD14,shared_all_three,PLAUR,PSNP_mix_40_200_vs_control,0.7960937023162842,2.9300156301245338e-15,UP
Monocyte_CD14,shared_all_three,PLCH1,PSNP_mix_40_200_vs_control,-1.0009957551956177,2.222134731169177e-25,DOWN
Monocyte_CD14,shared_all_three,PLD1,PSNP_mix_40_200_vs_control,1.1647840738296509,1.8983605355622402e-14,UP
Monocyte_CD14,shared_all_three,PLEKHH2,PSNP_mix_40_200_vs_control,0.819403886795044,1.3495815724429723e-155,UP
Monocyte_CD14,shared_all_three,PLIN2,PSNP_mix_40_200_vs_control,-0.3066521883010864,0.002099435551261779,DOWN
Monocyte_CD14,shared_all_three,PLS1,PSNP_mix_40_200_vs_control,-3.2919764518737793,8.466264839112395e-79,DOWN
Monocyte_CD14,shared_all_three,PLXND1,PSNP_mix_40_200_vs_control,2.479865312576294,9.705201702987036e-101,UP
Monocyte_CD14,shared_all_three,POU5F1B,PSNP_mix_40_200_vs_control,1.173119306564331,1.6939177637081448e-159,UP
Monocyte_CD14,shared_all_three,PPAP2A,PSNP_mix_40_200_vs_control,0.4214242398738861,3.583007151352842e-41,UP
Monocyte_CD14,shared_all_three,PPAP2B,PSNP_mix_40_200_vs_control,1.830514907836914,0.0032273435971552945,UP
Monocyte_CD14,shared_all_three,PPARG,PSNP_mix_40_200_vs_control,0.9428777098655701,1.4205159628014001e-33,UP
Monocyte_CD14,shared_all_three,PPBP,PSNP_mix_40_200_vs_control,0.9513313174247742,3.2925102084054015e-53,UP
Monocyte_CD14,shared_all_three,PPL,PSNP_mix_40_200_vs_control,0.8907721042633057,2.4186366103966974e-67,UP
Monocyte_CD14,shared_all_three,PPP1R12B,PSNP_mix_40_200_vs_control,-1.5268579721450806,1.51503416200212e-24,DOWN
Monocyte_CD14,shared_all_three,PPP1R14C,PSNP_mix_40_200_vs_control,-2.0114386081695557,1.6704708908654818e-151,DOWN
Monocyte_CD14,shared_all_three,PRKCB,PSNP_mix_40_200_vs_control,1.0863794088363647,9.949452966432967e-09,UP
Monocyte_CD14,shared_all_three,PRKD1,PSNP_mix_40_200_vs_control,-0.9789140224456787,6.591748432732312e-82,DOWN
Monocyte_CD14,shared_all_three,PRLR,PSNP_mix_40_200_vs_control,0.4113452732563019,8.62623147192185e-18,UP
Monocyte_CD14,shared_all_three,PROK2,PSNP_mix_40_200_vs_control,0.6249276995658875,2.6155723502945994e-78,UP
Monocyte_CD14,shared_all_three,PRSS3,PSNP_mix_40_200_vs_control,1.7665725946426392,7.0706969370662545e-71,UP
Monocyte_CD14,shared_all_three,PRSS35,PSNP_mix_40_200_vs_control,0.3975067436695099,1.1226687005227342e-68,UP
Monocyte_CD14,shared_all_three,PSD3,PSNP_mix_40_200_vs_control,-0.3250805139541626,4.5790626953682674e-54,DOWN
Monocyte_CD14,shared_all_three,PSTPIP2,PSNP_mix_40_200_vs_control,-1.8834867477416992,5.88090750602312e-44,DOWN
Monocyte_CD14,shared_all_three,PTGDR,PSNP_mix_40_200_vs_control,1.3563222885131836,1.664113344448934e-75,UP
Monocyte_CD14,shared_all_three,PTGER3,PSNP_mix_40_200_vs_control,0.9367231726646423,1.7975558021125688e-151,UP
Monocyte_CD14,shared_all_three,PTGS2,PSNP_mix_40_200_vs_control,1.0658180713653564,3.593524072978065e-10,UP
Monocyte_CD14,shared_all_three,PTK2,PSNP_mix_40_200_vs_control,-4.339722633361816,1.5206112517946423e-25,DOWN
Monocyte_CD14,shared_all_three,PTPRB,PSNP_mix_40_200_vs_control,0.5132846236228943,1.6939177637081448e-159,UP
Monocyte_CD14,shared_all_three,PTPRG,PSNP_mix_40_200_vs_control,0.8334682583808899,1.4795603144664176e-26,UP
Monocyte_CD14,shared_all_three,PTX3,PSNP_mix_40_200_vs_control,0.29735374450683594,1.9409768935780636e-07,UP
Monocyte_CD14,shared_all_three,PXDN,PSNP_mix_40_200_vs_control,-4.271978855133057,1.0715268820163956e-158,DOWN
Monocyte_CD14,shared_all_three,RAB13,PSNP_mix_40_200_vs_control,0.2723280191421509,0.02081289127498552,UP
Monocyte_CD14,shared_all_three,RAB31,PSNP_mix_40_200_vs_control,0.44984692335128784,3.5415168005090576e-07,UP
Monocyte_CD14,shared_all_three,RAD51B,PSNP_mix_40_200_vs_control,0.8015080094337463,4.494593852961603e-42,UP
Monocyte_CD14,shared_all_three,RADIL,PSNP_mix_40_200_vs_control,0.3270972669124603,1.3495815724429723e-155,UP
Monocyte_CD14,shared_all_three,RAI14,PSNP_mix_40_200_vs_control,0.8111713528633118,1.5216042262609877e-19,UP
Monocyte_CD14,shared_all_three,RALGPS2,PSNP_mix_40_200_vs_control,0.4385075569152832,1.1736316388783717e-90,UP
Monocyte_CD14,shared_all_three,RAP1GAP2,PSNP_mix_40_200_vs_control,2.305490255355835,3.2829133388085444e-79,UP
Monocyte_CD14,shared_all_three,RAPGEF5,PSNP_mix_40_200_vs_control,-1.9962422847747803,8.154416125883375e-138,DOWN
Monocyte_CD14,shared_all_three,RARRES2,PSNP_mix_40_200_vs_control,1.2385809421539307,5.185097591310378e-83,UP
Monocyte_CD14,shared_all_three,RASAL2,PSNP_mix_40_200_vs_control,0.8930421471595764,1.6176175462747247e-14,UP
Monocyte_CD14,shared_all_three,RASEF,PSNP_mix_40_200_vs_control,-0.9375180602073669,1.482061584105208e-149,DOWN
Monocyte_CD14,shared_all_three,RASGRP3,PSNP_mix_40_200_vs_control,-1.7683571577072144,1.7554164853350093e-26,DOWN
Monocyte_CD14,shared_all_three,RASSF6,PSNP_mix_40_200_vs_control,0.6548025608062744,1.628388709954689e-82,UP
Monocyte_CD14,shared_all_three,RASSF8,PSNP_mix_40_200_vs_control,0.9439378976821899,3.6166451141347227e-37,UP
Monocyte_CD14,shared_all_three,RBKS,PSNP_mix_40_200_vs_control,1.2825897932052612,3.16405852619966e-128,UP
Monocyte_CD14,shared_all_three,RBMS3,PSNP_mix_40_200_vs_control,-1.1100929975509644,3.3884798622826627e-74,DOWN
Monocyte_CD14,shared_all_three,RBPMS2,PSNP_mix_40_200_vs_control,-0.7899097204208374,1.196398771821822e-157,DOWN
Monocyte_CD14,shared_all_three,RDX,PSNP_mix_40_200_vs_control,-0.3445349335670471,0.0157095440730587,DOWN
Monocyte_CD14,shared_all_three,RFX8,PSNP_mix_40_200_vs_control,1.122734546661377,1.1154356742925899e-10,UP
Monocyte_CD14,shared_all_three,RGL1,PSNP_mix_40_200_vs_control,-1.0510632991790771,3.55130480119361e-54,DOWN
Monocyte_CD14,shared_all_three,RGS12,PSNP_mix_40_200_vs_control,0.9772520661354065,4.455936297547202e-35,UP
Monocyte_CD14,shared_all_three,RGS16,PSNP_mix_40_200_vs_control,0.7943344116210938,2.872462972521151e-61,UP
Monocyte_CD14,shared_all_three,RGS18,PSNP_mix_40_200_vs_control,0.9641375541687012,1.1226687005227342e-68,UP
Monocyte_CD14,shared_all_three,RGS7,PSNP_mix_40_200_vs_control,2.501389741897583,1.9185469467278937e-116,UP
Monocyte_CD14,shared_all_three,RHOB,PSNP_mix_40_200_vs_control,-0.49188441038131714,7.2941242580716225e-28,DOWN
Monocyte_CD14,shared_all_three,RIC8B,PSNP_mix_40_200_vs_control,-0.2774357497692108,1.3794541096072667e-36,DOWN
Monocyte_CD14,shared_all_three,RIN2,PSNP_mix_40_200_vs_control,-0.551176130771637,6.271288363121252e-15,DOWN
Monocyte_CD14,shared_all_three,RIPK2,PSNP_mix_40_200_vs_control,0.5936446189880371,0.0004011796183252134,UP
Monocyte_CD14,shared_all_three,RNF144B,PSNP_mix_40_200_vs_control,1.1244010925292969,1.150122403655972e-12,UP
Monocyte_CD14,shared_all_three,RNLS,PSNP_mix_40_200_vs_control,1.2696318626403809,2.8798244685616314e-59,UP
Monocyte_CD14,shared_all_three,RP1-154K9.2,PSNP_mix_40_200_vs_control,0.536543071269989,2.794416526419935e-158,UP
Monocyte_CD14,shared_all_three,RP1-15D23.2,PSNP_mix_40_200_vs_control,0.6402625441551208,1.196398771821822e-157,UP
Monocyte_CD14,shared_all_three,RP1-193H18.2,PSNP_mix_40_200_vs_control,1.1590784788131714,1.196398771821822e-157,UP
Monocyte_CD14,shared_all_three,RP11-101C11.1,PSNP_mix_40_200_vs_control,0.5580052733421326,1.3495815724429723e-155,UP
Monocyte_CD14,shared_all_three,RP11-104E19.1,PSNP_mix_40_200_vs_control,0.5674424171447754,1.2584629179066144e-25,UP
Monocyte_CD14,shared_all_three,RP11-10L7.1,PSNP_mix_40_200_vs_control,-0.6380797028541565,1.3136811064653324e-80,DOWN
Monocyte_CD14,shared_all_three,RP11-110A12.2,PSNP_mix_40_200_vs_control,0.623519241809845,1.5206112517946423e-25,UP
Monocyte_CD14,shared_all_three,RP11-111E14.1,PSNP_mix_40_200_vs_control,0.2745712399482727,1.196398771821822e-157,UP
Monocyte_CD14,shared_all_three,RP11-114H23.1,PSNP_mix_40_200_vs_control,0.35879984498023987,2.2371613470299865e-139,UP
Monocyte_CD14,shared_all_three,RP11-116A1.1,PSNP_mix_40_200_vs_control,0.5129866003990173,1.6590576005902146e-84,UP
Monocyte_CD14,shared_all_three,RP11-120C12.3,PSNP_mix_40_200_vs_control,0.6304385662078857,2.1611185409451283e-71,UP
Monocyte_CD14,shared_all_three,RP11-122M14.1,PSNP_mix_40_200_vs_control,0.5552513003349304,1.6590576005902146e-84,UP
Monocyte_CD14,shared_all_three,RP11-123O10.4,PSNP_mix_40_200_vs_control,0.437762975692749,1.196398771821822e-157,UP
Monocyte_CD14,shared_all_three,RP11-131L23.1,PSNP_mix_40_200_vs_control,0.30010974407196045,1.5193222404273555e-69,UP
Monocyte_CD14,shared_all_three,RP11-135J2.4,PSNP_mix_40_200_vs_control,-0.3300764560699463,1.196398771821822e-157,DOWN
Monocyte_CD14,shared_all_three,RP11-154H17.1,PSNP_mix_40_200_vs_control,0.5113266110420227,1.6590576005902146e-84,UP
Monocyte_CD14,shared_all_three,RP11-157D23.2,PSNP_mix_40_200_vs_control,0.3004390299320221,6.106599604068943e-22,UP
Monocyte_CD14,shared_all_three,RP11-157E21.1,PSNP_mix_40_200_vs_control,0.3933250904083252,1.841990016550429e-14,UP
Monocyte_CD14,shared_all_three,RP11-159H10.3,PSNP_mix_40_200_vs_control,-0.6284496188163757,1.196398771821822e-157,DOWN
Monocyte_CD14,shared_all_three,RP11-160O5.1,PSNP_mix_40_200_vs_control,-1.306673288345337,1.3495815724429723e-155,DOWN
Monocyte_CD14,shared_all_three,RP11-166P13.3,PSNP_mix_40_200_vs_control,0.79188472032547,1.5714127169950247e-153,UP
Monocyte_CD14,shared_all_three,RP11-174G6.1,PSNP_mix_40_200_vs_control,0.39478638768196106,1.9343104108294666e-65,UP
Monocyte_CD14,shared_all_three,RP11-175E9.1,PSNP_mix_40_200_vs_control,0.7843962907791138,2.3533435638309858e-21,UP
Monocyte_CD14,shared_all_three,RP11-17A4.2,PSNP_mix_40_200_vs_control,4.742483615875244,1.3495815724429723e-155,UP
Monocyte_CD14,shared_all_three,RP11-180P8.1,PSNP_mix_40_200_vs_control,0.7248508930206299,1.5206112517946423e-25,UP
Monocyte_CD14,shared_all_three,RP11-187O7.3,PSNP_mix_40_200_vs_control,1.2418255805969238,6.833177596440302e-158,UP
Monocyte_CD14,shared_all_three,RP11-190A12.8,PSNP_mix_40_200_vs_control,0.8740069270133972,1.6590576005902146e-84,UP
Monocyte_CD14,shared_all_three,RP11-1E3.1,PSNP_mix_40_200_vs_control,0.39551204442977905,4.2654231331169166e-159,UP
Monocyte_CD14,shared_all_three,RP11-1H15.2,PSNP_mix_40_200_vs_control,-0.5835859775543213,5.353961876816236e-121,DOWN
Monocyte_CD14,shared_all_three,RP11-204L24.2,PSNP_mix_40_200_vs_control,0.9272609949111938,1.1738997885508253e-47,UP
Monocyte_CD14,shared_all_three,RP11-20E24.1,PSNP_mix_40_200_vs_control,0.5189765095710754,7.519688449686495e-65,UP
Monocyte_CD14,shared_all_three,RP11-214C8.2,PSNP_mix_40_200_vs_control,1.0812149047851562,1.196398771821822e-157,UP
Monocyte_CD14,shared_all_three,RP11-21J7.1,PSNP_mix_40_200_vs_control,0.7451195120811462,1.064474879158761e-85,UP
Monocyte_CD14,shared_all_three,RP11-239H6.2,PSNP_mix_40_200_vs_control,0.4465829133987427,2.466337394571843e-77,UP
Monocyte_CD14,shared_all_three,RP11-24F11.2,PSNP_mix_40_200_vs_control,0.2990294396877289,2.4018896066243216e-18,UP
Monocyte_CD14,shared_all_three,RP11-24J23.2,PSNP_mix_40_200_vs_control,0.863969624042511,1.8040386267810096e-20,UP
Monocyte_CD14,shared_all_three,RP11-260O18.1,PSNP_mix_40_200_vs_control,0.5798842906951904,1.5817449862323394e-153,UP
Monocyte_CD14,shared_all_three,RP11-264C15.2,PSNP_mix_40_200_vs_control,0.461194783449173,1.6939177637081448e-159,UP
Monocyte_CD14,shared_all_three,RP11-276H19.1,PSNP_mix_40_200_vs_control,0.5712462663650513,1.6939177637081448e-159,UP
Monocyte_CD14,shared_all_three,RP11-304F15.3,PSNP_mix_40_200_vs_control,2.24116849899292,1.5817449862323394e-153,UP
Monocyte_CD14,shared_all_three,RP11-308N19.1,PSNP_mix_40_200_vs_control,2.5300252437591553,3.6767869826273825e-74,UP
Monocyte_CD14,shared_all_three,RP11-309L24.2,PSNP_mix_40_200_vs_control,1.2639789581298828,6.279457900607738e-79,UP
Monocyte_CD14,shared_all_three,RP11-319G6.1,PSNP_mix_40_200_vs_control,4.003055572509766,9.684872551891763e-55,UP
Monocyte_CD14,shared_all_three,RP11-326F20.5,PSNP_mix_40_200_vs_control,0.9114347696304321,1.7167890091980686e-133,UP
Monocyte_CD14,shared_all_three,RP11-342D11.3,PSNP_mix_40_200_vs_control,0.25223198533058167,1.196398771821822e-157,UP
Monocyte_CD14,shared_all_three,RP11-354A14.1,PSNP_mix_40_200_vs_control,1.6102572679519653,1.6939177637081448e-159,UP
Monocyte_CD14,shared_all_three,RP11-366L20.2,PSNP_mix_40_200_vs_control,0.9332253336906433,1.2095346767178242e-18,UP
Monocyte_CD14,shared_all_three,RP11-371F15.3,PSNP_mix_40_200_vs_control,-2.663076162338257,2.2727433241951035e-79,DOWN
Monocyte_CD14,shared_all_three,RP11-382A20.4,PSNP_mix_40_200_vs_control,0.43731486797332764,7.579919189228113e-24,UP
Monocyte_CD14,shared_all_three,RP11-383H13.1,PSNP_mix_40_200_vs_control,0.26896435022354126,0.0013343619084763775,UP
Monocyte_CD14,shared_all_three,RP11-400N13.1,PSNP_mix_40_200_vs_control,0.5561038851737976,1.6590576005902146e-84,UP
Monocyte_CD14,shared_all_three,RP11-400N13.3,PSNP_mix_40_200_vs_control,0.9301358461380005,2.9292575953206416e-10,UP
Monocyte_CD14,shared_all_three,RP11-405A12.2,PSNP_mix_40_200_vs_control,0.6160103678703308,1.6574477109448723e-83,UP
Monocyte_CD14,shared_all_three,RP11-422J15.1,PSNP_mix_40_200_vs_control,0.46687746047973633,1.6939177637081448e-159,UP
Monocyte_CD14,shared_all_three,RP11-431K24.1,PSNP_mix_40_200_vs_control,-0.7320157289505005,1.3495815724429723e-155,DOWN
Monocyte_CD14,shared_all_three,RP11-432J24.2,PSNP_mix_40_200_vs_control,0.431660920381546,1.8336042356900008e-25,UP
Monocyte_CD14,shared_all_three,RP11-439L18.3,PSNP_mix_40_200_vs_control,0.34680166840553284,1.196398771821822e-157,UP
Monocyte_CD14,shared_all_three,RP11-444A22.1,PSNP_mix_40_200_vs_control,-1.9578872919082642,1.362229279483411e-70,DOWN
Monocyte_CD14,shared_all_three,RP11-444D3.1,PSNP_mix_40_200_vs_control,0.8688659071922302,1.2733400518834602e-09,UP
Monocyte_CD14,shared_all_three,RP11-446H18.5,PSNP_mix_40_200_vs_control,0.5853157639503479,1.6939177637081448e-159,UP
Monocyte_CD14,shared_all_three,RP11-462L8.1,PSNP_mix_40_200_vs_control,-0.5358863472938538,1.2803723819260368e-104,DOWN
Monocyte_CD14,shared_all_three,RP11-467D6.1,PSNP_mix_40_200_vs_control,2.342287063598633,2.6562797893647276e-65,UP
Monocyte_CD14,shared_all_three,RP11-46O21.2,PSNP_mix_40_200_vs_control,0.27438652515411377,1.757166930184696e-24,UP
Monocyte_CD14,shared_all_three,RP11-484D2.5,PSNP_mix_40_200_vs_control,-1.5729798078536987,3.320430696575722e-82,DOWN
Monocyte_CD14,shared_all_three,RP11-491H19.1,PSNP_mix_40_200_vs_control,0.5694575905799866,1.5206112517946423e-25,UP
Monocyte_CD14,shared_all_three,RP11-499F3.2,PSNP_mix_40_200_vs_control,-0.35699263215065,3.243594801540023e-83,DOWN
Monocyte_CD14,shared_all_three,RP11-506B6.6,PSNP_mix_40_200_vs_control,0.7167722582817078,1.6590576005902146e-84,UP
Monocyte_CD14,shared_all_three,RP11-519G16.3,PSNP_mix_40_200_vs_control,0.80281001329422,1.2402915272819099e-18,UP
Monocyte_CD14,shared_all_three,RP11-535M15.1,PSNP_mix_40_200_vs_control,1.5853583812713623,8.654581206537304e-85,UP
Monocyte_CD14,shared_all_three,RP11-539G18.2,PSNP_mix_40_200_vs_control,-0.8426507711410522,1.510349368431429e-153,DOWN
Monocyte_CD14,shared_all_three,RP11-542B15.1,PSNP_mix_40_200_vs_control,0.43127307295799255,4.680417238282009e-72,UP
Monocyte_CD14,shared_all_three,RP11-546K22.1,PSNP_mix_40_200_vs_control,1.6414669752120972,1.6590576005902146e-84,UP
Monocyte_CD14,shared_all_three,RP11-556E13.1,PSNP_mix_40_200_vs_control,-0.2790061831474304,1.6943610716524364e-17,DOWN
Monocyte_CD14,shared_all_three,RP11-571M6.17,PSNP_mix_40_200_vs_control,0.6480723023414612,1.5206112517946423e-25,UP
Monocyte_CD14,shared_all_three,RP11-58E21.4,PSNP_mix_40_200_vs_control,0.7714770436286926,4.200827708566222e-84,UP
Monocyte_CD14,shared_all_three,RP11-625L16.1,PSNP_mix_40_200_vs_control,1.1026586294174194,7.599602927665117e-23,UP
Monocyte_CD14,shared_all_three,RP11-626G11.3,PSNP_mix_40_200_vs_control,-0.6387853026390076,4.008865674814538e-20,DOWN
Monocyte_CD14,shared_all_three,RP11-627D16.1,PSNP_mix_40_200_vs_control,1.1465215682983398,1.6939177637081448e-159,UP
Monocyte_CD14,shared_all_three,RP11-62I21.1,PSNP_mix_40_200_vs_control,0.8066717386245728,1.6939177637081448e-159,UP
Monocyte_CD14,shared_all_three,RP11-644C3.1,PSNP_mix_40_200_vs_control,-1.0538759231567383,3.243594801540023e-83,DOWN
Monocyte_CD14,shared_all_three,RP11-654A16.3,PSNP_mix_40_200_vs_control,0.3447445333003998,1.7833933998808865e-151,UP
Monocyte_CD14,shared_all_three,RP11-665G4.1,PSNP_mix_40_200_vs_control,-2.674797773361206,2.308411186420024e-11,DOWN
Monocyte_CD14,shared_all_three,RP11-671J11.4,PSNP_mix_40_200_vs_control,0.5051130056381226,1.7263145376971587e-71,UP
Monocyte_CD14,shared_all_three,RP11-690J15.1,PSNP_mix_40_200_vs_control,0.6230807304382324,8.96135058250441e-72,UP
Monocyte_CD14,shared_all_three,RP11-701P16.5,PSNP_mix_40_200_vs_control,1.208421230316162,3.769466037135095e-11,UP
Monocyte_CD14,shared_all_three,RP11-704M14.1,PSNP_mix_40_200_vs_control,0.5359021425247192,1.6939177637081448e-159,UP
Monocyte_CD14,shared_all_three,RP11-710F7.3,PSNP_mix_40_200_vs_control,0.9153150320053101,8.367174636446201e-84,UP
Monocyte_CD14,shared_all_three,RP11-711K1.8,PSNP_mix_40_200_vs_control,0.8374586701393127,6.767396190185431e-61,UP
Monocyte_CD14,shared_all_three,RP11-712B9.2,PSNP_mix_40_200_vs_control,0.43206390738487244,1.0995658262997445e-64,UP
Monocyte_CD14,shared_all_three,RP11-72L22.1,PSNP_mix_40_200_vs_control,-0.8209977149963379,1.3495815724429723e-155,DOWN
Monocyte_CD14,shared_all_three,RP11-73M7.9,PSNP_mix_40_200_vs_control,0.5979076027870178,1.0422761100663305e-25,UP
Monocyte_CD14,shared_all_three,RP11-753N8.1,PSNP_mix_40_200_vs_control,1.1948347091674805,4.753899628331538e-97,UP
Monocyte_CD14,shared_all_three,RP11-755F10.3,PSNP_mix_40_200_vs_control,0.8480084538459778,4.680417238282009e-72,UP
Monocyte_CD14,shared_all_three,RP11-761E20.1,PSNP_mix_40_200_vs_control,1.207259178161621,4.4017741374409306e-85,UP
Monocyte_CD14,shared_all_three,RP11-762E8.1,PSNP_mix_40_200_vs_control,-0.6118313670158386,4.367584137998504e-77,DOWN
Monocyte_CD14,shared_all_three,RP11-793A3.2,PSNP_mix_40_200_vs_control,0.28055837750434875,1.203303289127546e-24,UP
Monocyte_CD14,shared_all_three,RP11-797D24.3,PSNP_mix_40_200_vs_control,0.4548414349555969,8.654581206537304e-85,UP
Monocyte_CD14,shared_all_three,RP11-79E3.3,PSNP_mix_40_200_vs_control,2.297227144241333,1.262818363047888e-79,UP
Monocyte_CD14,shared_all_three,RP11-815M8.1,PSNP_mix_40_200_vs_control,1.0848270654678345,2.665625694858809e-94,UP
Monocyte_CD14,shared_all_three,RP11-830F9.6,PSNP_mix_40_200_vs_control,9.196946144104004,4.44450650803616e-70,UP
Monocyte_CD14,shared_all_three,RP11-844P9.2,PSNP_mix_40_200_vs_control,0.6881700754165649,1.6939177637081448e-159,UP
Monocyte_CD14,shared_all_three,RP11-879F14.1,PSNP_mix_40_200_vs_control,1.376853108406067,3.1651046772980457e-24,UP
Monocyte_CD14,shared_all_three,RP11-89K10.1,PSNP_mix_40_200_vs_control,0.5280352830886841,2.4143618011891507e-75,UP
Monocyte_CD14,shared_all_three,RP11-955H22.1,PSNP_mix_40_200_vs_control,0.6075717210769653,5.796737529543166e-13,UP
Monocyte_CD14,shared_all_three,RP11-96O20.4,PSNP_mix_40_200_vs_control,-1.9081852436065674,1.9306933949460157e-81,DOWN
Monocyte_CD14,shared_all_three,RP11-989F5.1,PSNP_mix_40_200_vs_control,-0.3727625012397766,2.839417701712249e-70,DOWN
Monocyte_CD14,shared_all_three,RP11-9M16.2,PSNP_mix_40_200_vs_control,0.4362430274486542,3.791494728863019e-153,UP
Monocyte_CD14,shared_all_three,RP13-753N3.1,PSNP_mix_40_200_vs_control,1.298193335533142,1.6181128186280198e-82,UP
Monocyte_CD14,shared_all_three,RP4-677H15.4,PSNP_mix_40_200_vs_control,-0.4680633246898651,2.654840310951048e-25,DOWN
Monocyte_CD14,shared_all_three,RP4-799D16.1,PSNP_mix_40_200_vs_control,0.5680844783782959,1.6590576005902146e-84,UP
Monocyte_CD14,shared_all_three,RP5-1043L13.1,PSNP_mix_40_200_vs_control,-1.9145351648330688,1.1654391384003759e-129,DOWN
Monocyte_CD14,shared_all_three,RP5-1044H5.1,PSNP_mix_40_200_vs_control,-0.2561952471733093,2.054145635484936e-141,DOWN
Monocyte_CD14,shared_all_three,RP5-898J17.1,PSNP_mix_40_200_vs_control,0.6893098950386047,3.341763774448537e-84,UP
Monocyte_CD14,shared_all_three,RP5-945F2.3,PSNP_mix_40_200_vs_control,1.2325918674468994,1.3495815724429723e-155,UP
Monocyte_CD14,shared_all_three,RP6-99M1.2,PSNP_mix_40_200_vs_control,1.4477711915969849,1.159016361211479e-05,UP
Monocyte_CD14,shared_all_three,RPH3A,PSNP_mix_40_200_vs_control,1.6365461349487305,1.6939177637081448e-159,UP
Monocyte_CD14,shared_all_three,RSAD2,PSNP_mix_40_200_vs_control,0.3293122351169586,1.476605953618655e-50,UP
Monocyte_CD14,shared_all_three,RTKN2,PSNP_mix_40_200_vs_control,-0.9863370060920715,4.41976846354208e-93,DOWN
Monocyte_CD14,shared_all_three,RTN2,PSNP_mix_40_200_vs_control,-0.8923752903938293,5.743151292312517e-113,DOWN
Monocyte_CD14,shared_all_three,RUSC2,PSNP_mix_40_200_vs_control,0.5585271120071411,2.1849755517477882e-09,UP
Monocyte_CD14,shared_all_three,RYR2,PSNP_mix_40_200_vs_control,1.0619983673095703,3.201374748427015e-25,UP
Monocyte_CD14,shared_all_three,S100A11,PSNP_mix_40_200_vs_control,0.3363965153694153,4.585537699417957e-06,UP
Monocyte_CD14,shared_all_three,S100A12,PSNP_mix_40_200_vs_control,-0.6288155913352966,1.0282110612622362e-38,DOWN
Monocyte_CD14,shared_all_three,S100B,PSNP_mix_40_200_vs_control,0.47500017285346985,7.097298903972577e-26,UP
