cell_type,effect_class,gene,primary_comparison,logfoldchanges,pvals_adj,direction
Monocyte_CD14,shared_all_three,SAMD13,PSNP_mix_40_200_vs_control,1.0285125970840454,4.4017741374409306e-85,UP
Monocyte_CD14,shared_all_three,SAMD4A,PSNP_mix_40_200_vs_control,1.6208815574645996,1.5595741809338564e-69,UP
Monocyte_CD14,shared_all_three,SAMSN1-AS1,PSNP_mix_40_200_vs_control,2.749706506729126,2.1658034140415448e-85,UP
Monocyte_CD14,shared_all_three,SCARNA17,PSNP_mix_40_200_vs_control,0.609058141708374,4.4370805797219e-82,UP
Monocyte_CD14,shared_all_three,SCNN1B,PSNP_mix_40_200_vs_control,-0.6992402672767639,1.196398771821822e-157,DOWN
Monocyte_CD14,shared_all_three,SEMA3C,PSNP_mix_40_200_vs_control,0.527219831943512,0.0003067036675953791,UP
Monocyte_CD14,shared_all_three,SEMA5B,PSNP_mix_40_200_vs_control,0.6402205228805542,1.6590576005902146e-84,UP
Monocyte_CD14,shared_all_three,SERPINB2,PSNP_mix_40_200_vs_control,1.3618494272232056,5.891721159294645e-56,UP
Monocyte_CD14,shared_all_three,SERPINB7,PSNP_mix_40_200_vs_control,1.5577198266983032,4.1023832994897715e-13,UP
Monocyte_CD14,shared_all_three,SESTD1,PSNP_mix_40_200_vs_control,0.7040106058120728,0.03821344388307079,UP
Monocyte_CD14,shared_all_three,SGIP1,PSNP_mix_40_200_vs_control,-0.2651313841342926,8.693728860757919e-24,DOWN
Monocyte_CD14,shared_all_three,SGOL1-AS1,PSNP_mix_40_200_vs_control,0.8229107856750488,2.1658034140415448e-85,UP
Monocyte_CD14,shared_all_three,SGPP1,PSNP_mix_40_200_vs_control,0.976384162902832,3.764601436148425e-33,UP
Monocyte_CD14,shared_all_three,SH3BP5,PSNP_mix_40_200_vs_control,0.45705199241638184,1.8862552588211846e-07,UP
Monocyte_CD14,shared_all_three,SH3RF1,PSNP_mix_40_200_vs_control,1.1553514003753662,3.21766451123596e-45,UP
Monocyte_CD14,shared_all_three,SH3RF2,PSNP_mix_40_200_vs_control,0.8514226675033569,8.654581206537304e-85,UP
Monocyte_CD14,shared_all_three,SHBG,PSNP_mix_40_200_vs_control,-1.7169426679611206,4.686690274256997e-26,DOWN
Monocyte_CD14,shared_all_three,SHC3,PSNP_mix_40_200_vs_control,-0.5378409624099731,3.745771639756337e-153,DOWN
Monocyte_CD14,shared_all_three,SIPA1L2,PSNP_mix_40_200_vs_control,-0.47376254200935364,0.0031678884358638374,DOWN
Monocyte_CD14,shared_all_three,SIPA1L3,PSNP_mix_40_200_vs_control,-0.4134387969970703,2.9884432588364312e-09,DOWN
Monocyte_CD14,shared_all_three,SLAMF1,PSNP_mix_40_200_vs_control,0.7821823358535767,1.2020108102917544e-42,UP
Monocyte_CD14,shared_all_three,SLC10A6,PSNP_mix_40_200_vs_control,0.961469292640686,1.6939177637081448e-159,UP
Monocyte_CD14,shared_all_three,SLC13A5,PSNP_mix_40_200_vs_control,0.43271154165267944,1.7263145376971587e-71,UP
Monocyte_CD14,shared_all_three,SLC16A10,PSNP_mix_40_200_vs_control,-3.3348095417022705,2.0854386881625494e-35,DOWN
Monocyte_CD14,shared_all_three,SLC16A3,PSNP_mix_40_200_vs_control,-0.7351806163787842,0.014430521826379763,DOWN
Monocyte_CD14,shared_all_three,SLC1A6,PSNP_mix_40_200_vs_control,1.5670303106307983,1.6590576005902146e-84,UP
Monocyte_CD14,shared_all_three,SLC24A3,PSNP_mix_40_200_vs_control,1.2744909524917603,8.033077522162038e-09,UP
Monocyte_CD14,shared_all_three,SLC25A37,PSNP_mix_40_200_vs_control,1.0064997673034668,6.167826500709414e-15,UP
Monocyte_CD14,shared_all_three,SLC25A43,PSNP_mix_40_200_vs_control,1.0564182996749878,1.076809172198629e-64,UP
Monocyte_CD14,shared_all_three,SLC26A8,PSNP_mix_40_200_vs_control,1.0563100576400757,2.2987713539834657e-147,UP
Monocyte_CD14,shared_all_three,SLC2A13,PSNP_mix_40_200_vs_control,-0.7938069105148315,4.463345869299631e-18,DOWN
Monocyte_CD14,shared_all_three,SLC2A9,PSNP_mix_40_200_vs_control,-1.7320936918258667,1.6081777363237503e-75,DOWN
Monocyte_CD14,shared_all_three,SLC41A2,PSNP_mix_40_200_vs_control,0.3818396329879761,2.0535801986712554e-08,UP
Monocyte_CD14,shared_all_three,SLC6A13,PSNP_mix_40_200_vs_control,1.3286925554275513,7.0925547727611605e-71,UP
Monocyte_CD14,shared_all_three,SLC7A11,PSNP_mix_40_200_vs_control,0.46386468410491943,1.942878970737067e-07,UP
Monocyte_CD14,shared_all_three,SLC7A7,PSNP_mix_40_200_vs_control,1.0106291770935059,5.151405581643985e-08,UP
Monocyte_CD14,shared_all_three,SLC8A1,PSNP_mix_40_200_vs_control,0.3541003167629242,8.171311027738452e-119,UP
Monocyte_CD14,shared_all_three,SLC9B1,PSNP_mix_40_200_vs_control,-3.260758399963379,9.423183108078273e-64,DOWN
Monocyte_CD14,shared_all_three,SLCO4C1,PSNP_mix_40_200_vs_control,0.4424225986003876,4.163594029378295e-84,UP
Monocyte_CD14,shared_all_three,SLCO5A1,PSNP_mix_40_200_vs_control,0.8084277510643005,1.6835331634538354e-60,UP
Monocyte_CD14,shared_all_three,SLX1B,PSNP_mix_40_200_vs_control,0.8864414691925049,1.0715268820163956e-158,UP
Monocyte_CD14,shared_all_three,SMAD3,PSNP_mix_40_200_vs_control,-0.8233194947242737,0.000707971206656008,DOWN
Monocyte_CD14,shared_all_three,SNAI1,PSNP_mix_40_200_vs_control,1.2231217622756958,2.0337463092576965e-135,UP
Monocyte_CD14,shared_all_three,SNCA,PSNP_mix_40_200_vs_control,-0.630927562713623,4.995536200092992e-36,DOWN
Monocyte_CD14,shared_all_three,SNORD3A,PSNP_mix_40_200_vs_control,0.6166143417358398,2.7068114437563564e-65,UP
Monocyte_CD14,shared_all_three,SNX24,PSNP_mix_40_200_vs_control,-1.426517128944397,3.21766451123596e-45,DOWN
Monocyte_CD14,shared_all_three,SOBP,PSNP_mix_40_200_vs_control,0.7789636850357056,1.3495815724429723e-155,UP
Monocyte_CD14,shared_all_three,SOCS3,PSNP_mix_40_200_vs_control,0.38826391100883484,0.003250268411068681,UP
Monocyte_CD14,shared_all_three,SOD2,PSNP_mix_40_200_vs_control,0.8154432773590088,2.075002571975292e-56,UP
Monocyte_CD14,shared_all_three,SOX4,PSNP_mix_40_200_vs_control,-0.3769528865814209,1.3545700150654395e-54,DOWN
Monocyte_CD14,shared_all_three,SOX5,PSNP_mix_40_200_vs_control,0.8462599515914917,4.474493967559056e-06,UP
Monocyte_CD14,shared_all_three,SPATA5,PSNP_mix_40_200_vs_control,0.46975579857826233,2.324729012220935e-19,UP
Monocyte_CD14,shared_all_three,SPATA7,PSNP_mix_40_200_vs_control,-1.5349770784378052,2.4747067419433564e-78,DOWN
Monocyte_CD14,shared_all_three,SPATC1,PSNP_mix_40_200_vs_control,-0.5327440500259399,1.67231241982074e-151,DOWN
Monocyte_CD14,shared_all_three,SPATS2L,PSNP_mix_40_200_vs_control,0.9345492720603943,3.963301999153503e-33,UP
Monocyte_CD14,shared_all_three,SPINK1,PSNP_mix_40_200_vs_control,1.321924090385437,2.2895599705387664e-21,UP
Monocyte_CD14,shared_all_three,SPOCK1,PSNP_mix_40_200_vs_control,1.3383877277374268,1.196398771821822e-157,UP
Monocyte_CD14,shared_all_three,SPRED2,PSNP_mix_40_200_vs_control,0.30241236090660095,5.512446223101953e-16,UP
Monocyte_CD14,shared_all_three,SPSB1,PSNP_mix_40_200_vs_control,0.5738171935081482,5.820749136506296e-17,UP
Monocyte_CD14,shared_all_three,SRC,PSNP_mix_40_200_vs_control,0.45949408411979675,0.0028344029760359953,UP
Monocyte_CD14,shared_all_three,SRGAP1,PSNP_mix_40_200_vs_control,1.1121234893798828,7.851383385586668e-14,UP
Monocyte_CD14,shared_all_three,SRGAP3,PSNP_mix_40_200_vs_control,1.5237234830856323,1.149564928606965e-129,UP
Monocyte_CD14,shared_all_three,SSH1,PSNP_mix_40_200_vs_control,0.6956483125686646,1.2102956449568162e-05,UP
Monocyte_CD14,shared_all_three,ST3GAL1,PSNP_mix_40_200_vs_control,0.7022793889045715,1.4289120451281487e-19,UP
Monocyte_CD14,shared_all_three,ST3GAL6,PSNP_mix_40_200_vs_control,-0.4804317355155945,0.0006581037912907008,DOWN
Monocyte_CD14,shared_all_three,STARD13,PSNP_mix_40_200_vs_control,0.2718599736690521,1.974995923691044e-21,UP
Monocyte_CD14,shared_all_three,STK31,PSNP_mix_40_200_vs_control,-1.4064381122589111,1.595845389868216e-153,DOWN
Monocyte_CD14,shared_all_three,STOX2,PSNP_mix_40_200_vs_control,-0.7523404359817505,2.9132138885779097e-148,DOWN
Monocyte_CD14,shared_all_three,STXBP6,PSNP_mix_40_200_vs_control,0.9655258655548096,1.0422761100663305e-25,UP
Monocyte_CD14,shared_all_three,STYK1,PSNP_mix_40_200_vs_control,0.8751120567321777,1.6579281708788294e-83,UP
Monocyte_CD14,shared_all_three,SUCNR1,PSNP_mix_40_200_vs_control,-0.38461700081825256,3.462075652465138e-64,DOWN
Monocyte_CD14,shared_all_three,SUMF1,PSNP_mix_40_200_vs_control,-0.40847042202949524,0.0008972928432130139,DOWN
Monocyte_CD14,shared_all_three,SUSD1,PSNP_mix_40_200_vs_control,0.7097119092941284,1.5166915547713417e-12,UP
Monocyte_CD14,shared_all_three,SUSD5,PSNP_mix_40_200_vs_control,0.337274432182312,1.196398771821822e-157,UP
Monocyte_CD14,shared_all_three,SV2C,PSNP_mix_40_200_vs_control,1.1200309991836548,4.200827708566222e-84,UP
Monocyte_CD14,shared_all_three,SYNPO2,PSNP_mix_40_200_vs_control,-1.8239067792892456,4.718424804510402e-25,DOWN
Monocyte_CD14,shared_all_three,SYP,PSNP_mix_40_200_vs_control,-0.5901886224746704,4.268772249980218e-24,DOWN
Monocyte_CD14,shared_all_three,TBC1D12,PSNP_mix_40_200_vs_control,0.9913265109062195,1.0352212970433444e-07,UP
Monocyte_CD14,shared_all_three,TBC1D2,PSNP_mix_40_200_vs_control,-0.4974711537361145,0.002571058093902326,DOWN
Monocyte_CD14,shared_all_three,TBC1D8,PSNP_mix_40_200_vs_control,0.3880639374256134,0.00021880898082888339,UP
Monocyte_CD14,shared_all_three,TBX20,PSNP_mix_40_200_vs_control,1.1616053581237793,8.654581206537304e-85,UP
Monocyte_CD14,shared_all_three,TCAIM,PSNP_mix_40_200_vs_control,0.7527120113372803,4.453027026186587e-49,UP
Monocyte_CD14,shared_all_three,TCERG1L,PSNP_mix_40_200_vs_control,0.6145151853561401,1.6590576005902146e-84,UP
Monocyte_CD14,shared_all_three,TDRD9,PSNP_mix_40_200_vs_control,-0.726487398147583,2.6506632346122776e-20,DOWN
Monocyte_CD14,shared_all_three,TEC,PSNP_mix_40_200_vs_control,0.5794105529785156,5.405263149534843e-54,UP
Monocyte_CD14,shared_all_three,TEKT3,PSNP_mix_40_200_vs_control,0.6246775388717651,1.6939177637081448e-159,UP
Monocyte_CD14,shared_all_three,TENM2,PSNP_mix_40_200_vs_control,-2.4912474155426025,1.1823879584117874e-69,DOWN
Monocyte_CD14,shared_all_three,TENM4,PSNP_mix_40_200_vs_control,0.8021808862686157,4.065205272854109e-68,UP
Monocyte_CD14,shared_all_three,TEX14,PSNP_mix_40_200_vs_control,0.38191089034080505,4.5117623667435026e-70,UP
Monocyte_CD14,shared_all_three,TEX41,PSNP_mix_40_200_vs_control,-5.621278762817383,2.3245077713135093e-147,DOWN
Monocyte_CD14,shared_all_three,TFCP2L1,PSNP_mix_40_200_vs_control,0.9926213026046753,2.1929558741177045e-26,UP
Monocyte_CD14,shared_all_three,TFDP2,PSNP_mix_40_200_vs_control,0.3255298435688019,6.266417752031498e-25,UP
Monocyte_CD14,shared_all_three,TFPI,PSNP_mix_40_200_vs_control,1.0615174770355225,1.1101191608555416e-13,UP
Monocyte_CD14,shared_all_three,TFPI2,PSNP_mix_40_200_vs_control,1.6019631624221802,4.456256101872007e-41,UP
Monocyte_CD14,shared_all_three,TFR2,PSNP_mix_40_200_vs_control,-0.9809428453445435,2.2089208939034764e-76,DOWN
Monocyte_CD14,shared_all_three,TGM3,PSNP_mix_40_200_vs_control,0.5199766755104065,2.7264479840725133e-66,UP
Monocyte_CD14,shared_all_three,TGM6,PSNP_mix_40_200_vs_control,0.6598086357116699,1.6939177637081448e-159,UP
Monocyte_CD14,shared_all_three,THBD,PSNP_mix_40_200_vs_control,1.0924746990203857,1.0414347860509488e-13,UP
Monocyte_CD14,shared_all_three,THBS1,PSNP_mix_40_200_vs_control,1.1213792562484741,7.136529062384683e-28,UP
Monocyte_CD14,shared_all_three,TIAM1,PSNP_mix_40_200_vs_control,-0.882884681224823,4.122968833117827e-31,DOWN
Monocyte_CD14,shared_all_three,TIMP1,PSNP_mix_40_200_vs_control,0.6555725932121277,1.0485391680515144e-06,UP
Monocyte_CD14,shared_all_three,TJP2,PSNP_mix_40_200_vs_control,0.9742668271064758,9.763411496604933e-11,UP
Monocyte_CD14,shared_all_three,TLL2,PSNP_mix_40_200_vs_control,1.6169078350067139,1.196398771821822e-157,UP
Monocyte_CD14,shared_all_three,TLR3,PSNP_mix_40_200_vs_control,0.34185686707496643,1.3495815724429723e-155,UP
Monocyte_CD14,shared_all_three,TM4SF1,PSNP_mix_40_200_vs_control,0.9323968887329102,1.7774745551079483e-87,UP
Monocyte_CD14,shared_all_three,TMC1,PSNP_mix_40_200_vs_control,-1.4231140613555908,1.8213895222200648e-149,DOWN
Monocyte_CD14,shared_all_three,TMC7,PSNP_mix_40_200_vs_control,0.6487629413604736,3.716826138092081e-71,UP
Monocyte_CD14,shared_all_three,TMCC3,PSNP_mix_40_200_vs_control,0.8191357254981995,1.2428644591106656e-12,UP
Monocyte_CD14,shared_all_three,TMEM178B,PSNP_mix_40_200_vs_control,0.25334861874580383,1.6387312406455388e-82,UP
Monocyte_CD14,shared_all_three,TNC,PSNP_mix_40_200_vs_control,0.6425341367721558,1.103498784399712e-73,UP
Monocyte_CD14,shared_all_three,TNF,PSNP_mix_40_200_vs_control,-0.5133374333381653,7.103514286090811e-71,DOWN
Monocyte_CD14,shared_all_three,TNFAIP2,PSNP_mix_40_200_vs_control,0.8854289054870605,1.8938813707478832e-05,UP
Monocyte_CD14,shared_all_three,TNFAIP6,PSNP_mix_40_200_vs_control,0.8200343251228333,2.7610264145514636e-06,UP
Monocyte_CD14,shared_all_three,TNFRSF19,PSNP_mix_40_200_vs_control,0.42955124378204346,1.5206112517946423e-25,UP
Monocyte_CD14,shared_all_three,TNFRSF1B,PSNP_mix_40_200_vs_control,0.3642467260360718,1.1212862804354344e-06,UP
Monocyte_CD14,shared_all_three,TNFRSF4,PSNP_mix_40_200_vs_control,-1.9180474281311035,2.950616058375531e-34,DOWN
Monocyte_CD14,shared_all_three,TNFSF11,PSNP_mix_40_200_vs_control,0.9070785641670227,1.6939177637081448e-159,UP
Monocyte_CD14,shared_all_three,TNFSF15,PSNP_mix_40_200_vs_control,0.5180726647377014,8.682221539800573e-26,UP
Monocyte_CD14,shared_all_three,TOX2,PSNP_mix_40_200_vs_control,0.8567084670066833,2.8098929212173165e-80,UP
Monocyte_CD14,shared_all_three,TPD52,PSNP_mix_40_200_vs_control,0.5717450976371765,2.270059083719707e-70,UP
Monocyte_CD14,shared_all_three,TPD52L1,PSNP_mix_40_200_vs_control,1.3530393838882446,2.6413504400543973e-83,UP
Monocyte_CD14,shared_all_three,TPK1,PSNP_mix_40_200_vs_control,0.5532221794128418,7.307565964581193e-36,UP
Monocyte_CD14,shared_all_three,TPRXL,PSNP_mix_40_200_vs_control,-2.069687843322754,1.196398771821822e-157,DOWN
Monocyte_CD14,shared_all_three,TPSAB1,PSNP_mix_40_200_vs_control,0.33959630131721497,2.0472846737215437e-24,UP
Monocyte_CD14,shared_all_three,TPST1,PSNP_mix_40_200_vs_control,0.5140875577926636,7.844908916250258e-46,UP
Monocyte_CD14,shared_all_three,TPTE2,PSNP_mix_40_200_vs_control,-1.3229639530181885,1.2608926570249937e-79,DOWN
Monocyte_CD14,shared_all_three,TRERF1,PSNP_mix_40_200_vs_control,3.257004499435425,8.838120434105604e-71,UP
Monocyte_CD14,shared_all_three,TREX2,PSNP_mix_40_200_vs_control,0.8155810236930847,1.6590576005902146e-84,UP
Monocyte_CD14,shared_all_three,TRIM2,PSNP_mix_40_200_vs_control,0.8056202530860901,4.613089180295324e-72,UP
Monocyte_CD14,shared_all_three,TRPS1,PSNP_mix_40_200_vs_control,-1.118821620941162,2.0017104851333003e-08,DOWN
Monocyte_CD14,shared_all_three,TSHR,PSNP_mix_40_200_vs_control,2.083712100982666,1.6939177637081448e-159,UP
Monocyte_CD14,shared_all_three,TTC38,PSNP_mix_40_200_vs_control,0.9143997430801392,6.077713929339051e-68,UP
Monocyte_CD14,shared_all_three,TTLL7,PSNP_mix_40_200_vs_control,0.6354193687438965,1.2831752122169634e-131,UP
Monocyte_CD14,shared_all_three,TULP2,PSNP_mix_40_200_vs_control,-1.921667456626892,4.950914264394695e-72,DOWN
Monocyte_CD14,shared_all_three,UAP1,PSNP_mix_40_200_vs_control,1.1635955572128296,7.72040201865231e-40,UP
Monocyte_CD14,shared_all_three,UBASH3B,PSNP_mix_40_200_vs_control,-0.5319079160690308,3.42695558337905e-14,DOWN
Monocyte_CD14,shared_all_three,UEVLD,PSNP_mix_40_200_vs_control,0.3032543659210205,5.680871116135892e-32,UP
Monocyte_CD14,shared_all_three,UFL1-AS1,PSNP_mix_40_200_vs_control,0.2948116958141327,8.819553525354086e-76,UP
Monocyte_CD14,shared_all_three,ULK4,PSNP_mix_40_200_vs_control,0.3638836443424225,1.802380594297644e-13,UP
Monocyte_CD14,shared_all_three,USP49,PSNP_mix_40_200_vs_control,1.2265812158584595,3.6220764380467903e-47,UP
Monocyte_CD14,shared_all_three,VCL,PSNP_mix_40_200_vs_control,1.2810566425323486,2.5941547414090315e-62,UP
Monocyte_CD14,shared_all_three,VEGFA,PSNP_mix_40_200_vs_control,0.8128978610038757,4.2675211760971135e-29,UP
Monocyte_CD14,shared_all_three,VIM,PSNP_mix_40_200_vs_control,0.3951462507247925,2.0991268591895754e-06,UP
Monocyte_CD14,shared_all_three,VNN1,PSNP_mix_40_200_vs_control,0.6425248384475708,4.248450035298591e-19,UP
Monocyte_CD14,shared_all_three,VNN3,PSNP_mix_40_200_vs_control,0.9331011772155762,4.732857824110262e-05,UP
Monocyte_CD14,shared_all_three,WASF3,PSNP_mix_40_200_vs_control,0.7349696159362793,2.0499430280101177e-139,UP
Monocyte_CD14,shared_all_three,WDFY3,PSNP_mix_40_200_vs_control,0.3732065260410309,0.0017549598843676479,UP
Monocyte_CD14,shared_all_three,WDPCP,PSNP_mix_40_200_vs_control,1.0475839376449585,1.4883456294905642e-23,UP
Monocyte_CD14,shared_all_three,WDR72,PSNP_mix_40_200_vs_control,0.3489268124103546,4.2654231331169166e-159,UP
Monocyte_CD14,shared_all_three,WIPI1,PSNP_mix_40_200_vs_control,0.9457370638847351,5.741651733707289e-07,UP
Monocyte_CD14,shared_all_three,WNT10B,PSNP_mix_40_200_vs_control,4.363531112670898,1.064474879158761e-85,UP
Monocyte_CD14,shared_all_three,WNT5A,PSNP_mix_40_200_vs_control,1.1246387958526611,3.2276056737946554e-16,UP
Monocyte_CD14,shared_all_three,WT1-AS,PSNP_mix_40_200_vs_control,1.1261553764343262,1.6939177637081448e-159,UP
Monocyte_CD14,shared_all_three,XKR4,PSNP_mix_40_200_vs_control,-3.3873159885406494,6.833177596440302e-158,DOWN
Monocyte_CD14,shared_all_three,XRCC4,PSNP_mix_40_200_vs_control,-0.6350395679473877,1.1677100733615592e-31,DOWN
Monocyte_CD14,shared_all_three,Z69720.2,PSNP_mix_40_200_vs_control,-1.2250392436981201,1.196398771821822e-157,DOWN
Monocyte_CD14,shared_all_three,ZC2HC1A,PSNP_mix_40_200_vs_control,-0.2755672335624695,2.0026340367374425e-101,DOWN
Monocyte_CD14,shared_all_three,ZC3H12C,PSNP_mix_40_200_vs_control,0.6502488851547241,0.0001519729978974645,UP
Monocyte_CD14,shared_all_three,ZDHHC14,PSNP_mix_40_200_vs_control,1.6415846347808838,1.0896317799036594e-107,UP
Monocyte_CD14,shared_all_three,ZEB2-AS1,PSNP_mix_40_200_vs_control,-0.7722451686859131,2.1406217704596713e-64,DOWN
Monocyte_CD14,shared_all_three,ZFYVE16,PSNP_mix_40_200_vs_control,-0.32191386818885803,0.0010243934540313095,DOWN
Monocyte_CD14,shared_all_three,ZFYVE9,PSNP_mix_40_200_vs_control,1.213886022567749,1.6056067024761661e-13,UP
Monocyte_CD14,shared_all_three,ZMIZ1,PSNP_mix_40_200_vs_control,0.3092619478702545,0.026704536677934165,UP
Monocyte_CD14,shared_all_three,ZMIZ1-AS1,PSNP_mix_40_200_vs_control,0.526775062084198,1.958102688817244e-07,UP
Monocyte_CD14,shared_all_three,ZNF223.1,PSNP_mix_40_200_vs_control,-0.2628064453601837,1.6609755452675595e-83,DOWN
Monocyte_CD14,shared_all_three,ZNF365,PSNP_mix_40_200_vs_control,1.7114263772964478,4.8258495721107543e-54,UP
Monocyte_CD14,shared_all_three,ZNF521,PSNP_mix_40_200_vs_control,0.7879592180252075,3.2464496118175862e-115,UP
Monocyte_CD14,shared_all_three,ZNF532,PSNP_mix_40_200_vs_control,-0.9941681623458862,2.137235201448051e-112,DOWN
Monocyte_CD14,shared_all_three,ZNF536,PSNP_mix_40_200_vs_control,0.7330389618873596,6.833177596440302e-158,UP
Monocyte_CD14,shared_all_three,ZNF804A,PSNP_mix_40_200_vs_control,0.3597961664199829,0.00020010456881988095,UP
Monocyte_CD14,shared_all_three,ZNRF1,PSNP_mix_40_200_vs_control,1.712050199508667,3.040532569235642e-07,UP
Monocyte_CD14,shared_all_three,ZSWIM5,PSNP_mix_40_200_vs_control,0.47394344210624695,4.9201272516282885e-33,UP
Monocyte_CD14,mix_only_emergent,ABCB1,PSNP_mix_40_200_vs_control,0.350942999124527,5.505882496311392e-61,UP
Monocyte_CD14,mix_only_emergent,ABI3,PSNP_mix_40_200_vs_control,0.27288541197776794,2.0442300887687606e-79,UP
Monocyte_CD14,mix_only_emergent,AC004158.2,PSNP_mix_40_200_vs_control,2.3161818981170654,3.8201663508107605e-126,UP
Monocyte_CD14,mix_only_emergent,AC006960.7,PSNP_mix_40_200_vs_control,0.38105881214141846,1.6939177637081448e-159,UP
Monocyte_CD14,mix_only_emergent,AC026188.1,PSNP_mix_40_200_vs_control,0.30463486909866333,1.1014533094378123e-74,UP
Monocyte_CD14,mix_only_emergent,AC069277.2,PSNP_mix_40_200_vs_control,1.3933308124542236,3.2475882008040464e-26,UP
Monocyte_CD14,mix_only_emergent,AC099344.1,PSNP_mix_40_200_vs_control,-0.4347071051597595,1.0765613427767278e-130,DOWN
Monocyte_CD14,mix_only_emergent,AC104820.2,PSNP_mix_40_200_vs_control,0.2929346263408661,1.4235908591382442e-74,UP
Monocyte_CD14,mix_only_emergent,AC105461.1,PSNP_mix_40_200_vs_control,-0.25740766525268555,1.4522076195897918e-22,DOWN
Monocyte_CD14,mix_only_emergent,AFF2,PSNP_mix_40_200_vs_control,0.25575724244117737,2.481687581340381e-68,UP
Monocyte_CD14,mix_only_emergent,AHR,PSNP_mix_40_200_vs_control,0.4997004270553589,4.149755186703094e-05,UP
Monocyte_CD14,mix_only_emergent,AL096677.1,PSNP_mix_40_200_vs_control,-1.0899535417556763,1.642557258525246e-83,DOWN
Monocyte_CD14,mix_only_emergent,AOAH,PSNP_mix_40_200_vs_control,0.40866997838020325,1.1553977237318737e-48,UP
Monocyte_CD14,mix_only_emergent,ARHGAP26,PSNP_mix_40_200_vs_control,-2.7640836238861084,7.209217214587255e-14,DOWN
Monocyte_CD14,mix_only_emergent,ARL15,PSNP_mix_40_200_vs_control,-1.7242982387542725,1.043617641602361e-09,DOWN
Monocyte_CD14,mix_only_emergent,ARSB,PSNP_mix_40_200_vs_control,-0.5723779797554016,4.3802738840971486e-13,DOWN
Monocyte_CD14,mix_only_emergent,ARSI,PSNP_mix_40_200_vs_control,2.05768084526062,1.196398771821822e-157,UP
Monocyte_CD14,mix_only_emergent,BANK1,PSNP_mix_40_200_vs_control,0.2710843086242676,2.1131477961946527e-143,UP
Monocyte_CD14,mix_only_emergent,BCAS3,PSNP_mix_40_200_vs_control,-1.080389142036438,0.017182032203976048,DOWN
