names,scores,logfoldchanges,pvals,pvals_adj,cell_type,comparison
TMEM164,24.849648,-0.37125894,2.608711432177625e-136,3.674241453771303e-136,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
MIR4435-1HG,24.579792,0.21034552,2.077872855479524e-133,2.9197276657791906e-133,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
POU3F1,24.519917,0.031228581,9.058552716306167e-133,1.2722686399306414e-132,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RSAD2,24.387253,,2.3350873741195477e-131,3.276549168549412e-131,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
OPRM1,24.360384,-3.7203243,4.499990934443007e-131,6.311347734141665e-131,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP5-884C9.2,24.329966,-0.1775153,9.44845918361189e-131,1.323313611150125e-130,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
GLUL,24.299337,-0.13726963,1.9921876554150047e-130,2.788876792461509e-130,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
GLIS3,24.04711,0.02270977,8.949861636199014e-128,1.2488179027254438e-127,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
PTMS,24.04526,0.75740033,9.35747423607783e-128,1.3050870622144812e-127,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
IL6R,23.972868,0.05359861,5.3369804857949945e-127,7.440028558264398e-127,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
MT1E,23.964901,,6.4619544618877075e-127,8.999936576445276e-127,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
HSPA1A,23.812931,0.2752926,2.4534516478034625e-125,3.4075717330603646e-125,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
JAKMIP1,23.780972,-0.17844243,5.256175187982212e-125,7.29011815254121e-125,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
ACVR1,23.778011,0.030800007,5.6401143560546e-125,7.819012508393623e-125,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
AMPD3,23.763508,-0.009377336,7.966732222747905e-125,1.103935180981234e-124,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
ETS2,23.735882,0.043209005,1.5372109690671361e-124,2.126156250438639e-124,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
SPSB1,23.548925,0.13591874,1.2875915726639078e-122,1.777622971924401e-122,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RFX2,23.092932,-1.3221408,5.452686926328182e-118,7.462618968514847e-118,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
MT1F,22.632874,0.1997126,2.0574845520391518e-113,2.801840061787315e-113,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
NDRG1,22.62854,0.104055926,2.269961063710891e-113,3.089783662038418e-113,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
SLC7A5,22.564318,,9.716016629711155e-113,1.3207091023621868e-112,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
IL2RB,22.521498,-0.25865254,2.5558407214268063e-112,3.472609675851639e-112,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
JAKMIP2,22.485563,2.068273,5.746744047735111e-112,7.801010019549923e-112,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
MAF,22.393534,0.11550741,4.550367214332638e-111,6.16580923351306e-111,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
TYROBP,22.34306,-0.025976533,1.4104367549832416e-110,1.9094360401397674e-110,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
TIMP1,22.147778,-0.07741547,1.0959435270588292e-108,1.4810047662957152e-108,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
SLC44A1,21.603832,-0.021054206,1.653186693142484e-103,2.2250157377422394e-103,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
ADA,21.536734,0.9401304,7.050572375373403e-103,9.476575773351349e-103,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
SH3BP5,21.478281,0.109375075,2.485321275500127e-102,3.3374949984334737e-102,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
UBASH3B,20.79047,-0.38432592,5.279112691153675e-96,7.054493573924734e-96,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
PIK3AP1,20.46095,0.12083953,4.799303463378457e-93,6.382052477896884e-93,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
LGALS1,20.423065,0.057382517,1.0430970401650327e-92,1.3864825522796182e-92,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
TSHZ2,20.343475,0.037192937,5.303574102010046e-92,7.043259099614935e-92,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
GZMK,20.229301,0.83692855,5.406352575130551e-91,7.173400143914928e-91,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CD82,20.00135,0.15418428,5.360221027490339e-89,7.096497388557377e-89,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
AHR,19.859327,0.03298515,9.15288690479787e-88,1.2096326305900267e-87,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
NXPH4,19.822618,-0.20289023,1.8996564371152622e-87,2.5083491687261387e-87,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
NRCAM,19.553791,0.036936134,3.829801752662563e-85,5.043637075499425e-85,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
ABCA1,19.423672,0.18594623,4.868138160151168e-84,6.399831060671999e-84,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
ANXA5,19.255499,-0.10994987,1.2694387510364774e-82,1.66374672481845e-82,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
EOMES,18.721586,-0.019159354,3.3017681930013574e-78,4.3160368535965453e-78,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
GZMA,17.819065,-1.0705248,5.026958093460983e-71,6.511603748006455e-71,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
SERPINB2,17.506271,0.3606777,1.2833067046488165e-68,1.657305257833168e-68,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CCL4,17.483027,,1.9297867853206712e-68,2.491118913925135e-68,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
PRF1,17.185421,-0.4521529,3.4146361021193647e-66,4.402195232642069e-66,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CCL3,17.172459,0.35228062,4.2694000580128373e-66,5.501804198470151e-66,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CXCL5,16.692526,0.36597106,1.48552076395764e-62,1.9069586186875993e-62,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
EPSTI1,16.584835,-0.20886233,8.971212112737324e-62,1.151139278794353e-61,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
AHNAK,16.00421,,1.1941994145497402e-57,1.5251588946995405e-57,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
SLC6A6,15.845348,0.18397163,1.513800182559521e-56,1.928407875872001e-56,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
PRR5L,15.707534,-0.14989997,1.3430263220029763e-55,1.7094098285994608e-55,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
PMEPA1,15.467072,-0.39898434,5.788088656575504e-54,7.357739817680725e-54,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
IL1B,15.06767,0.2126158,2.6427092456023885e-51,3.350857031617568e-51,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
NINJ1,14.867207,-0.1477146,5.381236789897496e-50,6.811692139110755e-50,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CMTM8,14.601189,-0.23787045,2.75991097220126e-48,3.4876718267075736e-48,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
UBE2E2,14.092571,0.22562766,4.219141308413425e-45,5.318245346739611e-45,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
C4orf32,13.663917,0.22996055,1.6676810639243357e-42,2.0950767134727833e-42,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-219B17.1,13.433383,-0.0761585,3.853941500299166e-41,4.831518805222524e-41,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
S100A4,12.921014,-1.5694275,3.425966130931628e-38,4.275332110147622e-38,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
ST8SIA1,12.265788,-0.2718596,1.382610626338318e-34,1.7196649581322362e-34,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
ANK3,10.386957,-0.020027481,2.84279253261643e-25,3.4682300113254537e-25,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-148L24.1,9.987051,-0.7198293,1.7367229612344127e-23,2.040802539640908e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-73M7.9,9.973796,-0.5207119,1.9849481713061187e-23,2.317340339090949e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CTD-2231H16.1,9.9737835,-0.5908743,1.9851882238212465e-23,2.317340339090949e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RGS22,9.972859,-0.454668,2.0037588563862783e-23,2.33538328250149e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
IL12A-AS1,9.972163,-0.5958752,2.0178606192884545e-23,2.3509055758700441e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-491H19.1,9.960018,-0.115109965,2.2802042587386394e-23,2.647455821595291e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-754N21.1,9.960012,0.018801775,2.2803419476674107e-23,2.647455821595291e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-110A12.2,9.959094,-0.6013617,2.3015056367524946e-23,2.668638101769932e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
GPC4,9.959058,-0.7372406,2.3023395366806068e-23,2.668638101769932e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
FBN1,9.95904,-0.09206685,2.302756598832636e-23,2.668638101769932e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
ANKDD1B,9.954736,-4.6588902,2.4046105364020796e-23,2.780968237936098e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
TNFSF15,9.946278,0.04708799,2.6179391850940154e-23,3.020699059723864e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-571M6.17,9.945785,0.02381549,2.6309157948229914e-23,3.033887495700067e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-879F14.1,9.945767,0.06844201,2.631391754603858e-23,3.033887495700067e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
FAM171B,9.943419,-1.6079438,2.6941604964143766e-23,3.101489443301278e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CTD-2588C8.8,9.9424715,-0.4888044,2.7199434065010994e-23,3.1287692559445165e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
MPZL2,9.930237,-0.7097253,3.075243817202625e-23,3.522616056360395e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
S100P,9.928309,-0.6888333,3.135248205370864e-23,3.5886091629578754e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
EPHA10,9.917798,0.294259,3.4835557886304184e-23,3.972127467081435e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CLEC4C,9.917324,0.06131318,3.5001430467522165e-23,3.98800954814153e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-196E1.3,9.917324,0.050630677,3.5001430467522165e-23,3.98800954814153e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
TNFRSF19,9.916874,-0.23279458,3.515962797446064e-23,4.0045134367267246e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-30J20.1,9.916411,-0.60436904,3.5322780600527254e-23,4.020043315689748e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
PCP4L1,9.915697,-0.20430484,3.5576401155210546e-23,4.047372145075147e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
LGALS9C,9.9030905,0.08390659,4.036059857542251e-23,4.5794930304942335e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-269F21.3,9.902635,-0.028354933,4.0545195151586375e-23,4.598698882977661e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CPE,9.902244,-0.21834296,4.0703736827944975e-23,4.614936148293081e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
AC004053.1,9.9021,0.34551767,4.076243031895686e-23,4.6198447660321336e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-507B12.2,9.901854,-0.9037386,4.086289227930444e-23,4.6294817536976324e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
GRID1,9.901686,-0.040319007,4.0931641281969155e-23,4.635519963982917e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
EFR3B,9.899417,-0.45774895,4.1871038647441854e-23,4.7401175827292667e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
AC133680.1,9.889319,0.20698671,4.6316649005072024e-23,5.2276127545228016e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
SVOP,9.889319,0.28113365,4.6316649005072024e-23,5.2276127545228016e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-18H21.2,9.888851,0.2633532,4.6533777101928705e-23,5.250144088220614e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-114J13.1,9.888407,-0.07678888,4.674070188378358e-23,5.271507731253787e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
AC069277.2,9.887128,-0.17880352,4.7341408368573945e-23,5.335245120425313e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
MAPK10,9.886071,-0.0035923496,4.784352909527358e-23,5.38980800923097e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
SRCIN1,9.87508,0.5007266,5.33904395094046e-23,6.003422733441296e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
VRTN,9.87463,0.45071435,5.363074039790415e-23,6.028183634084393e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
FAT4,9.872486,-0.11124697,5.478933251653863e-23,6.149195568635087e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
HNF4G,9.860396,0.3590146,6.180508767616867e-23,6.922303998502607e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
EDNRA,9.860378,0.38268557,6.181617470662828e-23,6.922303998502607e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
AL020996.1,9.85994,0.3130689,6.20865668378453e-23,6.949988825131936e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-432J24.2,9.859471,0.05704843,6.23767730175389e-23,6.979870162350492e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
USH2A,9.858679,-0.017525176,6.287095362356859e-23,7.032545148050177e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
SORBS2,9.85659,0.19621597,6.419245010503832e-23,7.17234079385903e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
HSPA6,9.845748,-0.08158847,7.150504010332254e-23,7.980473225817247e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
NME5,9.845748,-0.19820975,7.150504010332254e-23,7.980473225817247e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
C10orf25,9.845358,0.06272942,7.178306439932407e-23,8.005546215538001e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
HIST1H2BI,9.8448,0.3508289,7.218271493273266e-23,8.047125410561055e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CTC-513N18.7,9.84465,-0.26432124,7.229052301192831e-23,8.056150409947435e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
LAMA2,9.8438635,0.2886073,7.285804876313531e-23,8.11638122129246e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
LNP1,9.840921,-1.4788697,7.502023262838224e-23,8.351046303716019e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
ERBB4,9.840267,,7.550977848334415e-23,8.399307951428715e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
SDS,9.831425,0.46623293,8.244392745452616e-23,9.16043638383624e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
STXBP6,9.829732,0.26942325,8.38415988558149e-23,9.312284212049045e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
DGKB,9.829096,0.16221151,8.437300850521386e-23,9.360910706939407e-23,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
NELL1,9.816369,0.42063728,9.572968600421392e-23,1.0609126635117907e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CLNK,9.813583,0.3514671,9.841034149267737e-23,1.0902179633605322e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
LRRC4C,9.811626,-0.64619315,1.0033804513985669e-22,1.1111632905853453e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
PTH2R,9.801434,0.22293459,1.1099945039316e-22,1.2265132640128175e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
SYNPO2,9.800425,-0.69876784,1.121133756219174e-22,1.2383657101095443e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
AC074391.1,9.800197,0.02578372,1.1236686543140726e-22,1.2407088564380634e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-370I10.6,9.799776,0.45034283,1.1283530641062514e-22,1.2454228080642951e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
GLOD5,9.789643,0.6467422,1.2473560027227805e-22,1.3752546887792509e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
LINC00461,9.789199,1.0893162,1.2528480236429958e-22,1.380295288626143e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
NPIPB6,9.7737465,0.431313,1.4595266347852927e-22,1.6062288717372994e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
MGP,9.772756,0.1395141,1.473870739293468e-22,1.6214199552183365e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
SHBG,9.771897,0.34477,1.4864151100510623e-22,1.634620722196916e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
COL25A1,9.770793,-0.052697178,1.5027117061610243e-22,1.6519366502319799e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
TFCP2L1,9.759435,1.1681768,1.6808893565875529e-22,1.8464548040141556e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
PTPRG,9.758607,0.4290426,1.6946749325919645e-22,1.8609168366676038e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-180P8.1,9.758348,0.106078215,1.6989932619805588e-22,1.8649761382882094e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
ZPLD1,9.7465105,0.53734815,1.9091857993172842e-22,2.0918763323418015e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CDH18,9.744559,0.9183575,1.9462157321628385e-22,2.131671119564993e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
C6orf99,9.743244,-0.14659777,1.971568216559486e-22,2.1586513319994374e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
LINC00276,9.741311,-1.204072,2.0094392203197143e-22,2.198511181969053e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CTC-209H22.3,9.717257,0.52883977,2.5454636384543276e-22,2.780914390154036e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
PCOLCE,9.714135,0.8160471,2.6246735869242226e-22,2.865364177864872e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
ENPP2,9.7121,-1.0620061,2.6776209659106546e-22,2.922103636861391e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
C6orf58,9.701432,1.6652994,2.9729462093026006e-22,3.243214046511928e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CABYR,9.700424,0.71036893,3.0024811237175412e-22,3.2742433192121497e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CACNA1B,9.6886215,0.64893365,3.370457430006631e-22,3.672855899026478e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
LINC00511,9.6883335,0.52826065,3.3799785339826135e-22,3.6818938278677706e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
C20orf26,9.674335,0.2632765,3.876057284221227e-22,4.217690189576961e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
PLCH2,9.6740465,0.7366723,3.8869908000874545e-22,4.2280538072017272e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RIMS2,9.673896,0.40661746,3.8926974219992443e-22,4.2327264465377793e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
PCBP3,9.66324,-0.2340619,4.319788298410988e-22,4.690323885353951e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-541P9.3,9.656475,0.6679132,4.614699725351369e-22,5.008718949368346e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
HSPA2,9.654524,-0.74785584,4.703386898346014e-22,5.1031322586032705e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
KIAA1549,9.652159,0.37831718,4.813167449771451e-22,5.218468503546929e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RYR2,9.642782,0.27095583,5.273905178577932e-22,5.711810662719783e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
LINC00534,9.641557,-1.9112649,5.3372137158096465e-22,5.778289840284713e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
GOLGA8Q,9.63155,0.30619347,5.883527110367124e-22,6.367453582648403e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
FGFR2,9.630037,0.5988748,5.970792739001381e-22,6.457238001803945e-22,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CCR5,9.584804,0.38997257,9.263396766383182e-22,1.0003668214236696e-21,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RANBP17,9.573607,0.31991014,1.0323914857037487e-21,1.113690923089265e-21,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-159F24.5,9.572845,1.0556829,1.040035204614045e-21,1.1215332903817883e-21,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CEACAM1,9.551444,-0.8713038,1.2790121049960132e-21,1.3777509210010915e-21,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
PLCH1,9.531255,0.093753844,1.553928623687394e-21,1.6714900936042245e-21,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
LRRC63,9.530373,1.7295856,1.5671952745707566e-21,1.6851562092158672e-21,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
KCTD16,9.509565,2.239808,1.9146000626115244e-21,2.055762415116168e-21,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
AKR1C3,9.458599,-0.088026434,3.120965621018891e-21,3.3462819381903766e-21,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RNU12,9.4557295,-0.11466552,3.2077727174823013e-21,3.4381272427463035e-21,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
IER5L,9.422605,0.9586209,4.400365955048699e-21,4.7113125857052446e-21,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
LRRN1,9.420701,1.3277831,4.4808590450042136e-21,4.792362614977768e-21,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
SYP,9.395812,0.15129626,5.6778144836178614e-21,6.070364736583601e-21,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
SOX6,9.389821,0.23638968,6.010237553514764e-21,6.421193967430303e-21,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
ABCG1,9.375708,0.036636285,6.871338500762758e-21,7.335948577326788e-21,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CTD-2562J15.6,9.359661,-0.14321046,7.99928993570598e-21,8.534093103527005e-21,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
PARD3B,9.311636,2.930021,1.2587848425592815e-20,1.3410349885219618e-20,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CTC-326K19.6,9.27369,0.47381455,1.798152114925825e-20,1.9136063656535916e-20,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
PTCH2,9.240757,0.61939186,2.447603734037756e-20,2.6038337596146343e-20,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
NUAK1,9.025561,0.088300385,1.7877612662253855e-19,1.8918108637305669e-19,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
S100B,8.970447,0.035815954,2.9531466400465567e-19,3.1228198520055235e-19,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RNASEH2B-AS1,8.890166,,6.101746401774728e-19,6.440970867461008e-19,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CCL22,8.7021,-0.30436268,3.2579945570965982e-18,3.4294679548385247e-18,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RP11-459F6.3,8.676659,-1.0423875,4.075675537158116e-18,4.288679975964345e-18,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
GPR56,8.555215,0.32968295,1.1764982936088669e-17,1.236250396086375e-17,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
RHOB,8.470354,0.17411837,2.4464869753855912e-17,2.568939771143428e-17,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
AK5,8.295908,,1.077587221025725e-16,1.1291518208442805e-16,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
PADI4,8.118792,-0.83665913,4.708499448147124e-16,4.923491929048927e-16,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
CX3CR1,8.042749,-0.36547253,8.78449934085945e-16,9.182403492187578e-16,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
PDE4DIP,7.922284,-0.10545772,2.3318708668472354e-15,2.435798259241541e-15,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
S100A10,6.672019,0.069140725,2.5230771129539462e-11,2.614587681817561e-11,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
MTHFD1L,6.637417,-0.9150131,3.192277607930158e-11,3.3057759143218755e-11,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
PPP1R14B,6.19756,0.600937,5.734523528124941e-10,5.924094553848079e-10,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
ZNF683,6.157549,-0.21521884,7.387946712448926e-10,7.629549100635723e-10,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
MEGF9,5.789285,-0.19677942,7.0686517484129276e-09,7.287269843724668e-09,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
FAM53B,5.5499277,-1.1595051,2.8578789047136477e-08,2.9412132810088998e-08,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
FTH1,5.245862,-0.6550761,1.555534055940047e-07,1.5986989269681882e-07,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
SOD2,4.6910386,0.35585323,2.7182193153233734e-06,2.7888707065561287e-06,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
WDR74,4.1286387,0.540832,3.649168810634739e-05,3.737625958314857e-05,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
S100A6,4.0986953,1.2894417,4.154857061015032e-05,4.254119857694572e-05,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
PTPRK,3.6055422,0.12089444,0.00031150192322842253,0.0003182921558873527,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
PLCL1,3.276077,-0.3628523,0.001052598335173108,0.0010740799338501102,CD8_T_cytotoxic,PSNP_mix_40_200_vs_control
