gene,scores,logfc,pval,padj,azimuth_cell_type,azimuth_cell_type_key,pct_in_group,pct_out_group,specificity
RHOB,0.7824241,0.624722,0.43396537301852556,0.8910318801137412,CD8 T,CD8_T,0.02675149471102253,0.021897073662966705,0.004854421048055824
RP11-44I10.3,0.77875584,0.24308968,0.4361235365974764,0.8928430084408943,CD8 T,CD8_T,0.0669937145485206,0.06261352169525733,0.004380192853263271
RP4-794H19.4,0.77854675,0.6586792,0.43624676672607443,0.8928430084408943,CD8 T,CD8_T,0.01609688793499923,0.01104944500504541,0.0050474429299538215
TMEM2,0.77832574,0.029197462,0.4363770203754871,0.8928430084408943,CD8 T,CD8_T,0.4337728039245745,0.4560040363269426,-0.022231232402368073
LAYN,0.7714717,0.38963324,0.4404273939623591,0.8988847350570056,CD8 T,CD8_T,0.0216924727885942,0.016649848637739655,0.005042624150854547
AP000476.1,0.77044266,0.22922994,0.44103736770836943,0.8988847350570056,CD8 T,CD8_T,0.055265981910164026,0.05060544904137236,0.0046605328687916656
RIC8B,0.76991147,0.23747881,0.44135240491298977,0.8988847350570056,CD8 T,CD8_T,0.09198221677142418,0.0889505549949546,0.003031661776469574
RP3-510L9.1,0.76826215,0.40422234,0.4423314623775546,0.8996331110051479,CD8 T,CD8_T,0.030660738923808058,0.02583249243188699,0.004828246491921068
LGR6,0.76611197,0.5278466,0.44360969838745923,0.9002733605022003,CD8 T,CD8_T,0.017246665644642035,0.012260343087790115,0.00498632255685192
USP46,0.74358267,0.3164001,0.4571289849341509,0.921631018012401,CD8 T,CD8_T,0.06530737390771116,0.06180625630676084,0.0035011176009503153
OSBPL8,0.74291307,-0.016679099,0.45753430503289505,0.9219834862123829,CD8 T,CD8_T,0.7067300321937757,0.7173057517658932,-0.010575719572117448
PLEKHH2,0.74068683,1.0133165,0.4588833449423747,0.9242363442948132,CD8 T,CD8_T,0.01096121416526138,0.006155398587285572,0.004805815577975808
AC092594.1,0.7370103,0.37154475,0.4611160958224232,0.9268665242661772,CD8 T,CD8_T,0.028974398282998616,0.02426841574167508,0.0047059825413235355
MCC,0.7317896,0.1342058,0.46429702240844695,0.9315970371714954,CD8 T,CD8_T,0.1042465123409474,0.10050454086781033,0.003741971473137068
RP11-517O13.3,0.73161906,0.25142494,0.4644011230299905,0.9315970371714954,CD8 T,CD8_T,0.05495937452092595,0.05065590312815339,0.004303471392772554
GPR27,0.71856695,2.1997795,0.47240779255407983,0.9434004843815872,CD8 T,CD8_T,0.006438755173999691,0.0017658930373360244,0.004672862136663667
AP000998.2,0.7126493,0.6795061,0.4760628075633435,0.948512505490372,CD8 T,CD8_T,0.014103939904951707,0.009485368314833502,0.0046185715901182044
ZNF365,0.7115275,0.6034919,0.4767573891909286,0.9487133819819439,CD8 T,CD8_T,0.022152383872451324,0.017658930373360242,0.004493453499091082
SLCO4C1,0.71080863,0.39101958,0.47720283113691775,0.9487133819819439,CD8 T,CD8_T,0.021922428330522763,0.017305751765893038,0.004616676564629725
RP11-431M7.2,0.70389163,0.6544697,0.481500262430274,0.9543985622462793,CD8 T,CD8_T,0.014103939904951707,0.009535822401614533,0.004568117503337174
GPR153,0.698315,0.6938755,0.4849802090150023,0.9594069416716169,CD8 T,CD8_T,0.01594358424038019,0.011453077699293646,0.004490506541086545
GATA3,0.6949688,0.092001066,0.48707484696521963,0.9614295693525601,CD8 T,CD8_T,0.18503755940518163,0.18329969727547937,0.0017378621297022556
SMKR1,0.68658906,0.606061,0.49234173918443014,0.9701315057821285,CD8 T,CD8_T,0.016633450866165873,0.012209889001009085,0.004423561865156788
RP11-15B17.1,0.6711841,0.408461,0.5021032380569566,0.9849989956978058,CD8 T,CD8_T,0.022535643108998922,0.018213925327951564,0.004321717781047358
SYCP2L,0.66852593,1.161035,0.5037979302719648,0.9873550813757274,CD8 T,CD8_T,0.008431703204047215,0.004086781029263371,0.004344922174783845
ZBTB20-AS1,0.6679603,0.46497518,0.5041589244791298,0.9874487963623712,CD8 T,CD8_T,0.020389391384332357,0.016094853683148336,0.004294537701184022
ZFP37,0.6676775,0.4110616,0.5043394727420811,0.9874487963623712,CD8 T,CD8_T,0.029127701977617652,0.02497477295660949,0.004152929021008164
TTLL1,0.6664702,0.46831074,0.5051105999361867,0.9882416400038755,CD8 T,CD8_T,0.021232561704737078,0.016952573158425834,0.004279988546311245
ZNF80,0.6601664,0.7152108,0.5091470748852203,0.9929733298590351,CD8 T,CD8_T,0.011957688180285142,0.007669021190716448,0.004288666989568694
BNC2,0.6471796,0.15325911,0.5175157040981633,0.9999499096933858,CD8 T,CD8_T,0.04323164188256936,0.03895055499495459,0.00428108688761477
TCAIM,0.64505374,0.16955602,0.5188923386735014,0.9999499096933858,CD8 T,CD8_T,0.11635750421585157,0.11468213925327952,0.0016753649625720485
LINC00943,0.63750815,1.2399908,0.523793887664106,0.9999499096933858,CD8 T,CD8_T,0.008125095814809136,0.003985872855701312,0.004139222959107824
RP11-22P4.1,0.6360656,0.7239358,0.5247336675223793,0.9999499096933858,CD8 T,CD8_T,0.01149777709642802,0.007366296670030272,0.004131480426397749
TFR2,0.63603705,0.50163186,0.5247522550664219,0.9999499096933858,CD8 T,CD8_T,0.023455465276713165,0.019475277497477295,0.00398018777923587
GAS2,0.63243,0.30157626,0.5271059072198905,0.9999499096933858,CD8 T,CD8_T,0.027824620573355812,0.02376387487386479,0.004060745699491022
RP11-259O18.4,0.62621593,0.7844242,0.531173329678885,0.9999499096933858,CD8 T,CD8_T,0.01042465123409474,0.00635721493440969,0.00406743629968505
AKAP5,0.62101245,0.14931197,0.5345914503411369,0.9999499096933858,CD8 T,CD8_T,0.055649241146711624,0.05166498486377398,0.003984256282937644
COMMD1,0.6147282,0.07505479,0.5387342436893534,0.9999499096933858,CD8 T,CD8_T,0.2762532577035106,0.28466195761856705,-0.008408699915056439
SPTBN5,0.6115733,0.9595656,0.5408201135873153,0.9999499096933858,CD8 T,CD8_T,0.008968266135213857,0.004994954591321898,0.003973311543891959
RP11-405A12.2,0.61074567,0.63336015,0.5413679782708856,0.9999499096933858,CD8 T,CD8_T,0.012340947416832743,0.00837537840565086,0.003965569011181884
CTB-50L17.16,0.61015505,0.50365597,0.5417590862553978,0.9999499096933858,CD8 T,CD8_T,0.01556032500383259,0.011604439959636734,0.003955885044195856
KLHL13,0.5957418,1.0226239,0.5513477360891978,0.9999499096933858,CD8 T,CD8_T,0.008661658745975777,0.0047931382441977815,0.0038685205017779953
KLHL4,0.59276336,1.1145723,0.5533395337164397,0.9999499096933858,CD8 T,CD8_T,0.007588532883642494,0.003733602421796165,0.0038549304618463284
IFNG,0.5799079,0.7381051,0.561976720085813,0.9999499096933858,CD8 T,CD8_T,0.009274873524451938,0.0054994954591321915,0.0037753780653197464
CTA-221G9.11,0.5760454,0.96729416,0.5645844978142771,0.9999499096933858,CD8 T,CD8_T,0.008585006898666257,0.004843592330978809,0.0037414145676874476
FHAD1,0.5698592,0.59168845,0.5687732047245011,0.9999499096933858,CD8 T,CD8_T,0.013873984363023145,0.010191725529767912,0.003682258833255233
ZNF541,0.56786406,0.43666714,0.5701272748887931,0.9999499096933858,CD8 T,CD8_T,0.01594358424038019,0.012260343087790115,0.0036832411525900763
LINC00662,0.5660555,0.16309997,0.5713560550936155,0.9999499096933858,CD8 T,CD8_T,0.11712402268894678,0.11604439959636731,0.0010796230925794736
KIR3DL2,0.56489336,0.7231509,0.5721463036084983,0.9999499096933858,CD8 T,CD8_T,0.009428177219070978,0.0057517658930373375,0.0036764113260336403
OVCH1,0.5642921,0.90103406,0.5725553680460954,0.9999499096933858,CD8 T,CD8_T,0.009658132760999538,0.006004036326942485,0.0036540964340570524
MAGI2,0.5631038,0.657869,0.5733642039490631,0.9999499096933858,CD8 T,CD8_T,0.019852828453165716,0.016347124117053483,0.0035057043361122336
KIR2DL3,0.5618799,1.3725144,0.5741978709223248,0.9999499096933858,CD8 T,CD8_T,0.00597884409014257,0.002320887991927345,0.003657956098215225
LINC00925,0.55744815,1.5684272,0.5772212654378771,0.9999499096933858,CD8 T,CD8_T,0.0055955848535949705,0.0019677093844601415,0.003627875469134829
RP11-373N22.3,0.55655634,0.5616612,0.5778305786077818,0.9999499096933858,CD8 T,CD8_T,0.013644028821094585,0.010040363269424826,0.003603665551669759
GFPT2,0.5516749,0.4727484,0.5811711171864857,0.9999499096933858,CD8 T,CD8_T,0.024988502222903566,0.021594349142280526,0.00339415308062304
IGF1R,0.55141765,0.055980768,0.5813474207693299,0.9999499096933858,CD8 T,CD8_T,0.326996780622413,0.3306760847628658,-0.0036793041404528104
MEIS2,0.54972434,1.7295251,0.58250847224032,0.9999499096933858,CD8 T,CD8_T,0.005442281158975929,0.001866801210898083,0.0035754799480778457
CXXC4,0.54850394,2.1984382,0.5833459146538689,0.9999499096933858,CD8 T,CD8_T,0.004829066380499768,0.0012613521695257316,0.0035677142109740365
CCDC138,0.5481659,0.1759536,0.5835780025495207,0.9999499096933858,CD8 T,CD8_T,0.09757780162501914,0.09576185671039356,0.0018159449146255835
ZNF823,0.5398509,0.40044388,0.5892998793187781,0.9999499096933858,CD8 T,CD8_T,0.023532117124022686,0.020131180625630678,0.0034009364983920085
CTC-329D1.2,0.5325726,0.15917525,0.5943294476602321,0.9999499096933858,CD8 T,CD8_T,0.09497163881649545,0.09288597376387489,0.002085665052620561
WDR78,0.5306506,0.26348335,0.5956609324284343,0.9999499096933858,CD8 T,CD8_T,0.031503909244212785,0.02815338042381433,0.003350528820398456
GDAP1L1,0.5280435,0.52616715,0.5974691480524826,0.9999499096933858,CD8 T,CD8_T,0.012110991874904182,0.008678102926337035,0.003432888948567147
TMEM244,0.5249243,0.7555238,0.5996358506514111,0.9999499096933858,CD8 T,CD8_T,0.009658132760999538,0.006256306760847631,0.0034018260001519064
MATK,0.51881886,0.19834845,0.6038870719855882,0.9999499096933858,CD8 T,CD8_T,0.056799018856354425,0.05388496468213926,0.0029140541742151624
RP11-72M17.1,0.51792884,0.2165802,0.6045079295836442,0.9999499096933858,CD8 T,CD8_T,0.03625632377740303,0.032996972754793144,0.003259351022609887
MT1X,0.5146527,0.13684891,0.6067957125790909,0.9999499096933858,CD8 T,CD8_T,0.16633450866165872,0.16871846619576186,-0.0023839575341031427
SOX6,0.51451963,0.4499669,0.6068887328934961,0.9999499096933858,CD8 T,CD8_T,0.017783228575808677,0.0144803229061554,0.0033029056696532774
SATB2,0.5136623,1.6067549,0.6074881190733492,0.9999499096933858,CD8 T,CD8_T,0.006208799632071132,0.002875882946518668,0.0033329166855524638
KIF19,0.5135637,1.2216456,0.6075570882689529,0.9999499096933858,CD8 T,CD8_T,0.006515407021309211,0.0031786074672048425,0.003336799554104369
DOK6,0.512736,0.33909526,0.6081359854567403,0.9999499096933858,CD8 T,CD8_T,0.024911850375594048,0.021695257315842587,0.003216593059751461
RP11-66N24.3,0.5117747,0.32686874,0.6088086956462684,0.9999499096933858,CD8 T,CD8_T,0.022458991261689404,0.019172552976791123,0.003286438284898281
IQCH,0.50864714,0.29250666,0.6109995785651305,0.9999499096933858,CD8 T,CD8_T,0.033573509121569825,0.030474268415741676,0.003099240705828149
CNGA4,0.50708216,0.78716344,0.6120971627783649,0.9999499096933858,CD8 T,CD8_T,0.009044917982523376,0.0057517658930373375,0.003293152089486039
LINC00866,0.50509953,1.1603605,0.6134889371056523,0.9999499096933858,CD8 T,CD8_T,0.0063621033266901715,0.0030776992936427843,0.003284404033047387
AC009495.2,0.503411,0.5496392,0.6146753597364714,0.9999499096933858,CD8 T,CD8_T,0.012187643722213702,0.008930373360242178,0.0032572703619715235
COL5A2,0.49937794,0.8860179,0.6175131593372662,0.9999499096933858,CD8 T,CD8_T,0.007435229189023454,0.00418768920282543,0.003247539986198024
WDR27,0.49289763,0.17775616,0.6220849201908202,0.9999499096933858,CD8 T,CD8_T,0.049057182278092894,0.04606458123107973,0.0029926010470131617
RP11-461O7.1,0.4918751,1.1581447,0.6228076315496582,0.9999499096933858,CD8 T,CD8_T,0.0069753181051663326,0.0037840565085771943,0.0031912615965891383
ZBTB20-AS4,0.48603648,0.65099037,0.6269412991614426,0.9999499096933858,CD8 T,CD8_T,0.009811436455618579,0.006659939455095862,0.003151497000522717
SNTB2,0.48198324,0.22347875,0.6298178464227004,0.9999499096933858,CD8 T,CD8_T,0.08309060248351985,0.08173562058526741,0.0013549818982524359
FUT10,0.48112056,0.2723611,0.6304308203348212,0.9999499096933858,CD8 T,CD8_T,0.04307833818795032,0.04036326942482341,0.00271506876312691
TCERG1L,0.47586358,1.3677392,0.6341715644331205,0.9999499096933858,CD8 T,CD8_T,0.005365629311666409,0.002270433905146316,0.003095195406520093
UFL1-AS1,0.4748892,0.25516742,0.6348659528315244,0.9999499096933858,CD8 T,CD8_T,0.030430783381879496,0.02744702320887992,0.002983760172999575
SOBP,0.4735387,0.7408028,0.6358288895056832,0.9999499096933858,CD8 T,CD8_T,0.011267821554499461,0.00822401614530777,0.003043805409191691
AC139100.2,0.47258154,0.77577674,0.6365117487355874,0.9999499096933858,CD8 T,CD8_T,0.009964740150237619,0.006912209889001009,0.00305253026123661
SLC18A2,0.4716125,0.3205369,0.6372034001509426,0.9999499096933858,CD8 T,CD8_T,0.02659819101640349,0.023662966700302733,0.002935224316100757
AK9,0.46893886,0.12750071,0.6391133345158662,0.9999499096933858,CD8 T,CD8_T,0.1300781848842557,0.1296165489404642,0.0004616359437915052
RP11-973H7.1,0.46862933,0.4972465,0.6393346174436245,0.9999499096933858,CD8 T,CD8_T,0.012724206653380343,0.009687184661957619,0.0030370219914227243
LDHC,0.46336344,0.65270036,0.6431038801486462,0.9999499096933858,CD8 T,CD8_T,0.011114517859880421,0.008123107971745713,0.0029914098881347086
CTD-3074O7.12,0.46188343,0.4945822,0.6441649155927822,0.9999499096933858,CD8 T,CD8_T,0.012724206653380343,0.009737638748738647,0.0029865679046416956
SPATA5,0.45980808,0.072162606,0.6456539721526264,0.9999499096933858,CD8 T,CD8_T,0.2654453472328683,0.2729061553985873,-0.007460808165719035
RP11-111M22.2,0.45250192,0.2672366,0.6509074283998342,0.9999499096933858,CD8 T,CD8_T,0.0216924727885942,0.018768920282542886,0.002923552506051315
C1QTNF7,0.4514206,0.4921437,0.6516864420523758,0.9999499096933858,CD8 T,CD8_T,0.01080791047064234,0.007870837537840566,0.002937072932801774
CISH,0.45138496,0.36837155,0.651712130301471,0.9999499096933858,CD8 T,CD8_T,0.024221983749808364,0.021392532795156412,0.002829450954651952
CCR5,0.44517735,0.55448335,0.6561915908107554,0.9999499096933858,CD8 T,CD8_T,0.022688946803617965,0.02003027245206862,0.002658674351549345
VPS37D,0.4419874,1.1554276,0.6584983186241207,0.9999499096933858,CD8 T,CD8_T,0.00574888854821401,0.002875882946518668,0.0028730056016953425
VIPR2,0.44107422,0.53364825,0.659159272666809,0.9999499096933858,CD8 T,CD8_T,0.01073125862333282,0.007870837537840566,0.002860421085492254
CDKL5,0.43758422,0.1551611,0.661687710527016,0.9999499096933858,CD8 T,CD8_T,0.08699984669630537,0.08536831483350152,0.0016315318628038478
RBM20,0.4335714,0.641028,0.6645997150644751,0.9999499096933858,CD8 T,CD8_T,0.010271347539475699,0.00746720484359233,0.002804142695883368
RP11-103B5.2,0.43091083,0.32394212,0.6665332142567346,0.9999499096933858,CD8 T,CD8_T,0.02000613214778476,0.01725529767911201,0.0027508344686727505
RP4-655J12.4,0.4297261,0.48229313,0.6673948927606392,0.9999499096933858,CD8 T,CD8_T,0.01556032500383259,0.012815338042381434,0.002744986961451156
PARD3B,0.4292698,0.25431365,0.6677268900495257,0.9999499096933858,CD8 T,CD8_T,0.018089835965046756,0.01528758829465187,0.002802247670394886
PRKG2,0.42136535,0.2951471,0.6734883241169844,0.9999499096933858,CD8 T,CD8_T,0.02046604323164188,0.0177598385469223,0.00270620468471958
ACMSD,0.4191278,0.24094555,0.6751227326585687,0.9999499096933858,CD8 T,CD8_T,0.027901272420665334,0.025277497477295664,0.0026237749433696694
DRD3,0.41820094,0.74237067,0.6758002075321743,0.9999499096933858,CD8 T,CD8_T,0.007358577341713934,0.004641775983854693,0.002716801357859241
RORB,0.41179729,0.48603836,0.6804880141291549,0.9999499096933858,CD8 T,CD8_T,0.01149777709642802,0.008829465186680123,0.002668311909747898
RDM1,0.41037193,0.9407372,0.6815331302069498,0.9999499096933858,CD8 T,CD8_T,0.00574888854821401,0.0030776992936427843,0.002671189254571226
NSMCE2,0.41009447,-0.0010610854,0.6817366483054554,0.9999499096933858,CD8 T,CD8_T,0.43200981143645556,0.4565590312815339,-0.02454921984507835
VCAM1,0.40982234,2.6253612,0.6819362667074681,0.9999499096933858,CD8 T,CD8_T,0.0033726812816188877,0.0007063572149344098,0.0026663240666844777
NEK10,0.40627414,0.38999167,0.6845411844010197,0.9999499096933858,CD8 T,CD8_T,0.018319791506975314,0.01574167507568113,0.0025781164312941827
LINC01036,0.40366527,0.17520882,0.6864588868869208,0.9999499096933858,CD8 T,CD8_T,0.028897746435689094,0.02628657921291625,0.002611167222772843
RP11-355F16.1,0.40248233,0.4615215,0.6873290923391295,0.9999499096933858,CD8 T,CD8_T,0.009888088302928099,0.007265388496468214,0.002622699806459885
F8,0.39726993,0.5600653,0.691168425661052,0.9999499096933858,CD8 T,CD8_T,0.012187643722213702,0.00963673057517659,0.002550913147037112
GNAL,0.39263383,0.117312245,0.69458994720931,0.9999499096933858,CD8 T,CD8_T,0.03602636823547447,0.033451059535822406,0.002575308699652064
SMCR5,0.38775474,0.2903854,0.698197541649374,0.9999499096933858,CD8 T,CD8_T,0.027901272420665334,0.02552976791120081,0.0023715045094645226
C15orf41,0.38343117,0.14918692,0.7014000949082355,0.9999499096933858,CD8 T,CD8_T,0.06339107772497317,0.061402623612512613,0.0019884541124605554
LINC00907,0.37870952,0.25008708,0.7049035782783377,0.9999499096933858,CD8 T,CD8_T,0.0213092135520466,0.018869828456104944,0.002439385095941656
RP4-799D16.1,0.37688136,1.567506,0.7062617800560116,0.9999499096933858,CD8 T,CD8_T,0.004215851602023608,0.0017658930373360244,0.0024499585646875835
HOXB7,0.37554157,1.2403954,0.7072577419322384,0.9999499096933858,CD8 T,CD8_T,0.005212325617047369,0.0027749747729566084,0.002437350844090761
FOXD2,0.37445903,1.2456044,0.708062827644139,0.9999499096933858,CD8 T,CD8_T,0.0049057182278092895,0.0024722502522704338,0.0024334679755388558
HSD17B3,0.37331235,1.1454892,0.708915991227238,0.9999499096933858,CD8 T,CD8_T,0.004599110838571208,0.002169525731584258,0.0024295851069869503
FAM131B,0.36696216,2.0961485,0.7136472471866837,0.9999499096933858,CD8 T,CD8_T,0.0032960294343093673,0.0009081735620585269,0.0023878558722508405
ESM1,0.36481136,0.86745685,0.7152522228947753,0.9999499096933858,CD8 T,CD8_T,0.00590219224283305,0.0035317860746720475,0.0023704061681610027
GLIPR2,0.3622708,0.20355217,0.7171496674715776,0.9999499096933858,CD8 T,CD8_T,0.11482446726966117,0.11629667003027244,-0.0014722027606112742
CTD-2035E11.4,0.35893232,0.69846785,0.7196457134826983,0.9999499096933858,CD8 T,CD8_T,0.006822014410547293,0.004490413723511604,0.0023316006870356884
LRRC63,0.35832807,0.594337,0.7200978010491631,0.9999499096933858,CD8 T,CD8_T,0.0069753181051663326,0.004641775983854693,0.0023335421213116396
CYP4F35P,0.35681778,1.4876937,0.7212282255325555,0.9999499096933858,CD8 T,CD8_T,0.003985896060095048,0.0016649848637739658,0.002320911196321082
LETM2,0.35505792,0.42805082,0.7225461920707335,0.9999499096933858,CD8 T,CD8_T,0.017016710102713474,0.014783047426841573,0.002233662675871901
HGSNAT,0.35316974,0.12582171,0.7239611855955966,0.9999499096933858,CD8 T,CD8_T,0.19469569216618116,0.20161453077699298,-0.006918838610811828
AC018462.2,0.3518282,0.21322279,0.7249671261343997,0.9999499096933858,CD8 T,CD8_T,0.04522458991261688,0.04334006054490414,0.001884529367712738
TLR3,0.35117283,0.7562872,0.7254586861419954,0.9999499096933858,CD8 T,CD8_T,0.006668710715928251,0.004389505549949548,0.0022792051659787033
SH2D4B,0.35054544,0.5570412,0.7259294062691319,0.9999499096933858,CD8 T,CD8_T,0.009581480913690018,0.0073158425832492435,0.002265638330440774
CALCB,0.350224,0.18322667,0.726170601303034,0.9999499096933858,CD8 T,CD8_T,0.02774796872604629,0.02552976791120081,0.0022182008148454793
CCBE1,0.34960905,0.49826604,0.726632112920606,0.9999499096933858,CD8 T,CD8_T,0.009581480913690018,0.0073158425832492435,0.002265638330440774
FAM186A,0.3473543,0.4998639,0.7283251699858253,0.9999499096933858,CD8 T,CD8_T,0.008814962440594817,0.006559031281533804,0.0022559311590610127
LINC01088,0.3455267,0.752326,0.7296984344721728,0.9999499096933858,CD8 T,CD8_T,0.006132147784761612,0.0038849646821392525,0.002247183102622359
STARD4-AS1,0.34158814,0.11074329,0.7326608614677875,0.9999499096933858,CD8 T,CD8_T,0.049593745209259535,0.04747729566094855,0.0021164495483109863
GSC,0.3404266,1.6597927,0.733535292767882,0.9999499096933858,CD8 T,CD8_T,0.0035259849762379284,0.001311806256306761,0.0022141787199311674
CC2D2A,0.3386495,0.17505641,0.7348737745052452,0.9999499096933858,CD8 T,CD8_T,0.03472328683121263,0.03264379414732593,0.0020794926838866995
RP5-991G20.1,0.33577564,0.47945645,0.7370400504685454,0.9999499096933858,CD8 T,CD8_T,0.011191169707189941,0.009031281533804239,0.002159888173385702
RP11-382A20.4,0.3356497,0.37733716,0.7371350437432533,0.9999499096933858,CD8 T,CD8_T,0.014410547294189786,0.012260343087790115,0.002150204206399671
SNAP25-AS1,0.33323807,0.36041608,0.7389545794984327,0.9999499096933858,CD8 T,CD8_T,0.012494251111451783,0.010343087790111002,0.0021511633213407814
CTNNA3,0.32808033,0.38419873,0.7428509259653566,0.9999499096933858,CD8 T,CD8_T,0.014257243599570747,0.012159434914228055,0.002097808685342692
RP11-385J1.2,0.32518685,0.5187636,0.7450396531823618,0.9999499096933858,CD8 T,CD8_T,0.0076651847309520136,0.005549949545913221,0.0021152351850387925
RP5-1024G6.5,0.32501695,0.4300829,0.7451682545582221,0.9999499096933858,CD8 T,CD8_T,0.01073125862333282,0.008627648839556004,0.0021036097837768154
FAM63B,0.32457608,0.16654217,0.7455019317962521,0.9999499096933858,CD8 T,CD8_T,0.13743676222596962,0.1403128153380424,-0.002876053112072785
CTC-507E2.1,0.32221615,0.24486881,0.7472889498464377,0.9999499096933858,CD8 T,CD8_T,0.02314885788747508,0.021140262361251265,0.0020085955262238164
RP11-513H8.1,0.3186798,0.5401006,0.7499693194506885,0.9999499096933858,CD8 T,CD8_T,0.010271347539475699,0.00822401614530777,0.0020473313941679287
FRMPD3-AS1,0.31584457,1.9766475,0.7521204829857544,0.9999499096933858,CD8 T,CD8_T,0.0029127701977617673,0.0008577194752774975,0.0020550507224842696
FAM154A,0.31262195,0.617227,0.7545679000568817,0.9999499096933858,CD8 T,CD8_T,0.0069753181051663326,0.004944500504540868,0.002030817600625464
ENPEP,0.31139863,0.5910453,0.7554976091793926,0.9999499096933858,CD8 T,CD8_T,0.006515407021309211,0.004490413723511604,0.002024993297797607
AC007040.11,0.30908325,0.38048708,0.75725820701529,0.9999499096933858,CD8 T,CD8_T,0.011881036332975622,0.009889001009081737,0.0019920353238938853
CTD-2288O8.1,0.30777317,0.7154902,0.7582549471298254,0.9999499096933858,CD8 T,CD8_T,0.007588532883642494,0.005600403632694251,0.001988129250948243
SCUBE3,0.30752897,0.46008623,0.7584407785550417,0.9999499096933858,CD8 T,CD8_T,0.009658132760999538,0.007669021190716448,0.00198911157028309
RP11-517I3.1,0.30627948,0.17708656,0.7593918568015711,0.9999499096933858,CD8 T,CD8_T,0.02146251724666564,0.019475277497477295,0.001987239749188345
LRGUK,0.30564436,0.31719995,0.7598754499113756,0.9999499096933858,CD8 T,CD8_T,0.02314885788747508,0.021291624621594354,0.001857233265880727
RP11-247A12.2,0.3017325,1.4442914,0.7628559761489245,0.9999499096933858,CD8 T,CD8_T,0.0035259849762379284,0.0015640766902119076,0.0019619082860260206
HDGFRP3,0.30070406,0.13950603,0.7636401726348152,0.9999499096933858,CD8 T,CD8_T,0.07496550666871071,0.07381432896064581,0.0011511777080649016
NEK2,0.29799536,0.766265,0.7657066992204846,0.9999499096933858,CD8 T,CD8_T,0.005518933006285451,0.0035822401614530766,0.001936692844832374
RAB43,0.29790983,0.71190494,0.7657719995282349,0.9999499096933858,CD8 T,CD8_T,0.005518933006285451,0.0035822401614530766,0.001936692844832374
HDAC8,0.29482266,0.13418375,0.7681293624489157,0.9999499096933858,CD8 T,CD8_T,0.14088609535489804,0.14323915237134205,-0.0023530570164440046
WNT5B,0.29415601,0.19987865,0.7686386829094716,0.9999499096933858,CD8 T,CD8_T,0.04277173079871224,0.04122098890010091,0.0015507418986113325
CTD-3088G3.8,0.29320422,0.18034977,0.7693660675454428,0.9999499096933858,CD8 T,CD8_T,0.042158516020236084,0.0405146316851665,0.0016438843350695814
RP11-106M7.1,0.29257086,0.3833415,0.7698501950732375,0.9999499096933858,CD8 T,CD8_T,0.012570902958761303,0.010696266397578206,0.0018746365611830972
RP11-736K20.5,0.29195058,2.112503,0.770324418186819,0.9999499096933858,CD8 T,CD8_T,0.002606162808523686,0.0007063572149344098,0.0018998055935892761
PLXND1,0.29120433,0.19689013,0.7708950532829136,0.9999499096933858,CD8 T,CD8_T,0.1061628085236854,0.10766902119071646,-0.0015062126670310622
PPP2R3A,0.29111758,0.15619077,0.7709613931210235,0.9999499096933858,CD8 T,CD8_T,0.09750114977770963,0.0973763874873865,0.00012476229032312713
GLB1L2,0.29003623,0.68374294,0.7717885096466777,0.9999499096933858,CD8 T,CD8_T,0.005518933006285451,0.003632694248234107,0.0018862387580513436
MPPED2,0.288438,0.18978104,0.7730114809127333,0.9999499096933858,CD8 T,CD8_T,0.020082783995094278,0.018213925327951564,0.0018688586671427136
ANK3,84.00777,3.3546557,0.0,0.0,CD4 T,CD4_T,0.7471753867547367,0.2899812734082397,0.457194113346497
LTB,80.63925,2.597681,0.0,0.0,CD4 T,CD4_T,0.9056144620198159,0.517368913857678,0.38824554816213785
RPL39,75.18381,0.6371188,0.0,0.0,CD4 T,CD4_T,0.9720146010776987,0.9733146067415733,-0.0013000056638746704
RPL34,72.75438,0.6086538,0.0,0.0,CD4 T,CD4_T,0.9772292716843387,0.9789325842696632,-0.0017033125853245235
RPL13,72.55704,0.64285445,0.0,0.0,CD4 T,CD4_T,0.9781852946288894,0.9787453183520602,-0.0005600237231708771
RPS29,72.196236,0.5378052,0.0,0.0,CD4 T,CD4_T,0.9781852946288894,0.9794475655430714,-0.0012622709141820732
RPL32,70.66834,0.6857568,0.0,0.0,CD4 T,CD4_T,0.9758386928559014,0.9733614232209741,0.002477269634927337
RPL3,70.39014,0.80339026,0.0,0.0,CD4 T,CD4_T,0.9734051799061361,0.9574906367041202,0.015914543202015907
RPS27,69.49573,0.46476364,0.0,0.0,CD4 T,CD4_T,0.9844428993568575,0.9848314606741575,-0.0003885613173000291
RPS18,68.83237,0.68186194,0.0,0.0,CD4 T,CD4_T,0.9780114722753348,0.972237827715356,0.005773644559978752
CAMK4,68.01506,2.2040815,0.0,0.0,CD4 T,CD4_T,0.9222144967842866,0.5869382022471912,0.3352762945370954
RPL22,67.76806,0.968162,0.0,0.0,CD4 T,CD4_T,0.9678428645923867,0.9252808988764047,0.04256196571598192
RPS8,67.25123,0.79779315,0.0,0.0,CD4 T,CD4_T,0.9719276899009214,0.958286516853933,0.01364117304698842
RPS2,67.24931,0.71729183,0.0,0.0,CD4 T,CD4_T,0.9781852946288894,0.9662453183520602,0.01193997627682919
